"scen","rEVPI","delta_t_crit_K_min","delta_t_crit_K_max","delta_t_crit_r_min","delta_t_crit_r_max","k"
"SSP5_8_5",0.00434114899782689,1.6,1.75,2.05,2.35,2
"SSP1_1_9",0.019058955496164,1.3,2.5,1.75,2.5,2
"SSP1_2_6",0.0157091245023642,1.3,2.5,1.75,2.5,2
"SSP2_4_5",0.0506119555612917,1.3,2.5,1.75,2.5,2
"SSP3_7_0",0.0509502339750349,1.3,2.5,1.75,2.5,2
"SSP5_8_5",0.0503454347645705,1.3,2.5,1.75,2.5,2
"SSP1_1_9",0.00290158997789401,1,1.6,1.3,1.9,2
"SSP1_2_6",0.00461597324817275,1,1.6,1.3,1.9,2
"SSP2_4_5",0.0214250697700699,1,1.6,1.3,1.9,2
"SSP3_7_0",0.0209331535921763,1,1.6,1.3,1.9,2
"SSP5_8_5",0.0196345663566664,1,1.6,1.3,1.9,2
"SSP1_1_9",0.0284912715732145,1.45,2.35,2.2,2.5,2
"SSP1_2_6",0.0218147092626798,1.45,2.35,2.2,2.5,2
"SSP2_4_5",0.0473751137628051,1.45,2.35,2.2,2.5,2
"SSP3_7_0",0.0365634662307336,1.45,2.35,2.2,2.5,2
"SSP5_8_5",0.0370488074989243,1.45,2.35,2.2,2.5,2
"SSP1_1_9",0.00675407099771381,1.6,2.35,1.6,1.6,2
"SSP1_2_6",0.00726650320223023,1.6,2.35,1.6,1.6,2
"SSP2_4_5",0.0102183282491092,1.6,2.35,1.6,1.6,2
"SSP3_7_0",0.0125518625259764,1.6,2.35,1.6,1.6,2
"SSP5_8_5",0.0123966324862123,1.6,2.35,1.6,1.6,2
"SSP1_1_9",0.000439276144837154,1.75,2.05,1.15,1.3,2
"SSP1_2_6",0.000171799745104886,1.75,2.05,1.15,1.3,2
"SSP2_4_5",0.000871086689179827,1.75,2.05,1.15,1.3,2
"SSP3_7_0",0.000855732913006341,1.75,2.05,1.15,1.3,2
"SSP5_8_5",0.000779041784723623,1.75,2.05,1.15,1.3,2
"SSP1_1_9",0.0011827705803711,1.15,1.45,1.45,1.9,2
"SSP1_2_6",0.00124399102446951,1.15,1.45,1.45,1.9,2
"SSP2_4_5",0.00661309411241578,1.15,1.45,1.45,1.9,2
"SSP3_7_0",0.00652412806317881,1.15,1.45,1.45,1.9,2
"SSP5_8_5",0.00606407234420403,1.15,1.45,1.45,1.9,2
"SSP1_1_9",0.000977582116667047,2.05,2.2,1.6,1.9,2
"SSP1_2_6",0.000626462940923258,2.05,2.2,1.6,1.9,2
"SSP2_4_5",0.00230073128056387,2.05,2.2,1.6,1.9,2
"SSP3_7_0",0.00341644796902404,2.05,2.2,1.6,1.9,2
"SSP5_8_5",0.00371032938263554,2.05,2.2,1.6,1.9,2
"SSP1_1_9",0.00537626836600299,1.9,2.5,2.05,2.5,2
"SSP1_2_6",0.0146779509077934,1.9,2.5,2.05,2.5,2
"SSP2_4_5",0.00603146069453014,1.9,2.5,2.05,2.5,2
"SSP3_7_0",0.0136683541711047,1.9,2.5,2.05,2.5,2
"SSP5_8_5",0.0129343154947045,1.9,2.5,2.05,2.5,2
"SSP1_1_9",0.000170294361845129,1.45,1.75,1,1.15,2
"SSP1_2_6",0.000371911894937548,1.45,1.75,1,1.15,2
"SSP2_4_5",0.000980804286615864,1.45,1.75,1,1.15,2
"SSP3_7_0",0.000958442449340584,1.45,1.75,1,1.15,2
"SSP5_8_5",0.000952276266525106,1.45,1.75,1,1.15,2
"SSP1_1_9",0.00667085119659336,1.45,1.75,1,1.9,2
"SSP1_2_6",0.00669731471708307,1.45,1.75,1,1.9,2
"SSP2_4_5",0.029644011996193,1.45,1.75,1,1.9,2
"SSP3_7_0",0.0358505166469303,1.45,1.75,1,1.9,2
"SSP5_8_5",0.0346116023257275,1.45,1.75,1,1.9,2
"SSP1_1_9",0.00151905865981439,1.6,1.75,1.15,1.45,2
"SSP1_2_6",0.00203614986471029,1.6,1.75,1.15,1.45,2
"SSP2_4_5",0.00422937147564673,1.6,1.75,1.15,1.45,2
"SSP3_7_0",0.00480469854547393,1.6,1.75,1.15,1.45,2
"SSP5_8_5",0.00469532424808635,1.6,1.75,1.15,1.45,2
"SSP1_1_9",0.0082366167322304,1.45,2.5,1.15,2.05,2
"SSP1_2_6",0.00781898282122135,1.45,2.5,1.15,2.05,2
"SSP2_4_5",0.0299955458484773,1.45,2.5,1.15,2.05,2
"SSP3_7_0",0.0380203629569384,1.45,2.5,1.15,2.05,2
"SSP5_8_5",0.0375920551076004,1.45,2.5,1.15,2.05,2
"SSP1_1_9",0.00286412631422106,1.9,2.35,1.9,2.2,2
"SSP1_2_6",0.00732348417457344,1.9,2.35,1.9,2.2,2
"SSP2_4_5",0.00568109333673003,1.9,2.35,1.9,2.2,2
"SSP3_7_0",0.020088368214491,1.9,2.35,1.9,2.2,2
"SSP5_8_5",0.022989415012318,1.9,2.35,1.9,2.2,2
"SSP1_1_9",0.0154851163613,1.15,2.05,1.75,2.05,2
"SSP1_2_6",0.011865199959479,1.15,2.05,1.75,2.05,2
"SSP2_4_5",0.0519258764643911,1.15,2.05,1.75,2.05,2
"SSP3_7_0",0.0484153297300887,1.15,2.05,1.75,2.05,2
"SSP5_8_5",0.0461791988038973,1.15,2.05,1.75,2.05,2
"SSP1_1_9",0.0292423889047826,1,2.2,2.5,2.5,2
"SSP1_2_6",0.0371863214471732,1,2.2,2.5,2.5,2
"SSP2_4_5",0.0701230993837038,1,2.2,2.5,2.5,2
"SSP3_7_0",0.0588668315615173,1,2.2,2.5,2.5,2
"SSP5_8_5",0.0617340580381991,1,2.2,2.5,2.5,2
"SSP1_1_9",0.0248406634807627,1.15,2.2,2.05,2.05,2
"SSP1_2_6",0.0167775588088216,1.15,2.2,2.05,2.05,2
"SSP2_4_5",0.0600879109928374,1.15,2.2,2.05,2.05,2
"SSP3_7_0",0.0521893137954049,1.15,2.2,2.05,2.05,2
"SSP5_8_5",0.050661149194513,1.15,2.2,2.05,2.05,2
"SSP1_1_9",0.0147992277496717,1.3,2.35,1.6,1.75,2
"SSP1_2_6",0.0127703312626018,1.3,2.35,1.6,1.75,2
"SSP2_4_5",0.0423159009731584,1.3,2.35,1.6,1.75,2
"SSP3_7_0",0.0432924247221024,1.3,2.35,1.6,1.75,2
"SSP5_8_5",0.042771439253874,1.3,2.35,1.6,1.75,2
"SSP1_1_9",0.00516639755072512,1.45,1.75,1.45,2.05,2
"SSP1_2_6",0.00534062091849768,1.45,1.75,1.45,2.05,2
"SSP2_4_5",0.0227399866922792,1.45,1.75,1.45,2.05,2
"SSP3_7_0",0.0263974752809966,1.45,1.75,1.45,2.05,2
"SSP5_8_5",0.026504902321182,1.45,1.75,1.45,2.05,2
"SSP1_1_9",0.0109800576590534,1.3,1.9,1.9,2.35,2
"SSP1_2_6",0.00718268449401054,1.3,1.9,1.9,2.35,2
"SSP2_4_5",0.0285832255553815,1.3,1.9,1.9,2.35,2
"SSP3_7_0",0.0222486917097956,1.3,1.9,1.9,2.35,2
"SSP5_8_5",0.0222469681874427,1.3,1.9,1.9,2.35,2
"SSP1_1_9",0.0191925443924615,1.6,2.2,2.05,2.35,2
"SSP1_2_6",0.0108047896759706,1.6,2.2,2.05,2.35,2
"SSP2_4_5",0.0317352036162109,1.6,2.2,2.05,2.35,2
"SSP3_7_0",0.02810642849634,1.6,2.2,2.05,2.35,2
"SSP5_8_5",0.0278798007029326,1.6,2.2,2.05,2.35,2
"SSP1_1_9",0.00863131926025254,1.3,2.05,1,1.9,2
"SSP1_2_6",0.0054909945735068,1.3,2.05,1,1.9,2
"SSP2_4_5",0.0198487833868699,1.3,2.05,1,1.9,2
"SSP3_7_0",0.0207105178420177,1.3,2.05,1,1.9,2
"SSP5_8_5",0.0212409087523739,1.3,2.05,1,1.9,2
"SSP1_1_9",0.000599488673230168,1.15,1.45,1.3,2.35,2
"SSP1_2_6",0.000630806557679717,1.15,1.45,1.3,2.35,2
"SSP2_4_5",0.00419628865332604,1.15,1.45,1.3,2.35,2
"SSP3_7_0",0.00547300983562267,1.15,1.45,1.3,2.35,2
"SSP5_8_5",0.00472841877963428,1.15,1.45,1.3,2.35,2
"SSP1_1_9",0.000240135580986173,1.15,1.45,1.15,1.75,2
"SSP1_2_6",0.000231241566043262,1.15,1.45,1.15,1.75,2
"SSP2_4_5",0.0048148194980314,1.15,1.45,1.15,1.75,2
"SSP3_7_0",0.00549585613100372,1.15,1.45,1.15,1.75,2
"SSP5_8_5",0.00442868620734161,1.15,1.45,1.15,1.75,2
"SSP1_1_9",0.00987040281448822,1,1.9,1.3,2.35,2
"SSP1_2_6",0.0286811304889863,1,1.9,1.3,2.35,2
"SSP2_4_5",0.0491001262540432,1,1.9,1.3,2.35,2
"SSP3_7_0",0.0479452451504964,1,1.9,1.3,2.35,2
"SSP5_8_5",0.0464280702601983,1,1.9,1.3,2.35,2
"SSP1_1_9",0.000527588280102101,2.05,2.5,1.45,1.6,2
"SSP1_2_6",0.000582389839835402,2.05,2.5,1.45,1.6,2
"SSP2_4_5",0.000840087778801285,2.05,2.5,1.45,1.6,2
"SSP3_7_0",0.000817970504054998,2.05,2.5,1.45,1.6,2
"SSP5_8_5",0.000800360558819046,2.05,2.5,1.45,1.6,2
"SSP1_1_9",0.00796055007557034,1.3,1.9,1,2.05,2
"SSP1_2_6",0.0079745489300801,1.3,1.9,1,2.05,2
"SSP2_4_5",0.0343646455464592,1.3,1.9,1,2.05,2
"SSP3_7_0",0.040360504568223,1.3,1.9,1,2.05,2
"SSP5_8_5",0.0392588304181725,1.3,1.9,1,2.05,2
"SSP1_1_9",0.000660375547987584,1.15,1.3,1.9,2.05,2
"SSP1_2_6",0.000647908945045753,1.15,1.3,1.9,2.05,2
"SSP2_4_5",0.00297306710886357,1.15,1.3,1.9,2.05,2
"SSP3_7_0",0.00317816899086163,1.15,1.3,1.9,2.05,2
"SSP5_8_5",0.00280974414820462,1.15,1.3,1.9,2.05,2
"SSP1_1_9",0.0106422626708964,1.3,2.5,1.3,2.35,2
"SSP1_2_6",0.00980624322388307,1.3,2.5,1.3,2.35,2
"SSP2_4_5",0.0372327822528091,1.3,2.5,1.3,2.35,2
"SSP3_7_0",0.0417390782821129,1.3,2.5,1.3,2.35,2
"SSP5_8_5",0.0414258124096454,1.3,2.5,1.3,2.35,2
"SSP1_1_9",0.0183170823298826,1.6,2.35,1.9,2.5,2
"SSP1_2_6",0.012782964234115,1.6,2.35,1.9,2.5,2
"SSP2_4_5",0.0339371313849529,1.6,2.35,1.9,2.5,2
"SSP3_7_0",0.0366503189735216,1.6,2.35,1.9,2.5,2
"SSP5_8_5",0.0384178531873208,1.6,2.35,1.9,2.5,2
"SSP1_1_9",0.00928043639941815,1.45,2.2,1.3,2.5,2
"SSP1_2_6",0.00843396530026051,1.45,2.2,1.3,2.5,2
"SSP2_4_5",0.0309160790682844,1.45,2.2,1.3,2.5,2
"SSP3_7_0",0.0375939866863856,1.45,2.2,1.3,2.5,2
"SSP5_8_5",0.0370675838182857,1.45,2.2,1.3,2.5,2
"SSP1_1_9",0.0116027001729145,1,1.9,1,2.2,2
"SSP1_2_6",0.0108744344645379,1,1.9,1,2.2,2
"SSP2_4_5",0.0355711044781358,1,1.9,1,2.2,2
"SSP3_7_0",0.0365604565881595,1,1.9,1,2.2,2
"SSP5_8_5",0.0339400878221864,1,1.9,1,2.2,2
"SSP1_1_9",0.0115146159237477,1.15,2.2,1.3,2.2,2
"SSP1_2_6",0.0107582278560127,1.15,2.2,1.3,2.2,2
"SSP2_4_5",0.0439946013012627,1.15,2.2,1.3,2.2,2
"SSP3_7_0",0.0463407859075729,1.15,2.2,1.3,2.2,2
"SSP5_8_5",0.0442952344440761,1.15,2.2,1.3,2.2,2
"SSP1_1_9",0.000418284287688746,1.9,2.2,1,1.3,2
"SSP1_2_6",0.000419982210327684,1.9,2.2,1,1.3,2
"SSP2_4_5",0.00170174397490283,1.9,2.2,1,1.3,2
"SSP3_7_0",0.00164951539487766,1.9,2.2,1,1.3,2
"SSP5_8_5",0.00159795012493756,1.9,2.2,1,1.3,2
"SSP1_1_9",0.00318549994045491,1.75,2.2,1.15,1.9,2
"SSP1_2_6",0.00699128925552039,1.75,2.2,1.15,1.9,2
"SSP2_4_5",0.0161393818977141,1.75,2.2,1.15,1.9,2
"SSP3_7_0",0.0269783105051213,1.75,2.2,1.15,1.9,2
"SSP5_8_5",0.0270158093167736,1.75,2.2,1.15,1.9,2
"SSP1_1_9",0.00219355239265609,1.6,1.9,1.45,1.45,2
"SSP1_2_6",0.00230826701753215,1.6,1.9,1.45,1.45,2
"SSP2_4_5",0.00256397293946657,1.6,1.9,1.45,1.45,2
"SSP3_7_0",0.0027094442879438,1.6,1.9,1.45,1.45,2
"SSP5_8_5",0.00263573554774189,1.6,1.9,1.45,1.45,2
"SSP1_1_9",0.00393059634294113,1.75,2.35,1.45,1.9,2
"SSP1_2_6",0.00626591405190526,1.75,2.35,1.45,1.9,2
"SSP2_4_5",0.00907332837921665,1.75,2.35,1.45,1.9,2
"SSP3_7_0",0.0209317489281635,1.75,2.35,1.45,1.9,2
"SSP5_8_5",0.0216772065862049,1.75,2.35,1.45,1.9,2
"SSP1_1_9",0.00441199899886368,1.75,2.35,1,1.75,2
"SSP1_2_6",0.00326371384301045,1.75,2.35,1,1.75,2
"SSP2_4_5",0.0108892452438088,1.75,2.35,1,1.75,2
"SSP3_7_0",0.00970012633988504,1.75,2.35,1,1.75,2
"SSP5_8_5",0.00968298375649314,1.75,2.35,1,1.75,2
"SSP1_1_9",0.00628956975081919,1.15,1.6,1.3,2.2,2
"SSP1_2_6",0.00627495960520192,1.15,1.6,1.3,2.2,2
"SSP2_4_5",0.0316723526434509,1.15,1.6,1.3,2.2,2
"SSP3_7_0",0.032595670255197,1.15,1.6,1.3,2.2,2
"SSP5_8_5",0.0309172207715952,1.15,1.6,1.3,2.2,2
"SSP1_1_9",0.0110127657425969,1.3,1.9,2.35,2.35,2
"SSP1_2_6",0.00722633813578784,1.3,1.9,2.35,2.35,2
"SSP2_4_5",0.030106636346906,1.3,1.9,2.35,2.35,2
"SSP3_7_0",0.0237702084600796,1.3,1.9,2.35,2.35,2
"SSP5_8_5",0.0239175157863266,1.3,1.9,2.35,2.35,2
"SSP1_1_9",0.00742193763582033,1.75,1.9,1.3,2.35,2
"SSP1_2_6",0.00680047768038333,1.75,1.9,1.3,2.35,2
"SSP2_4_5",0.0203832005613657,1.75,1.9,1.3,2.35,2
"SSP3_7_0",0.0304415648206358,1.75,1.9,1.3,2.35,2
"SSP5_8_5",0.031224191154679,1.75,1.9,1.3,2.35,2
"SSP1_1_9",0.000915349832256029,2.05,2.35,1.15,1.6,2
"SSP1_2_6",0.000820178072870992,2.05,2.35,1.15,1.6,2
"SSP2_4_5",0.00453790540681904,2.05,2.35,1.15,1.6,2
"SSP3_7_0",0.00407954952377959,2.05,2.35,1.15,1.6,2
"SSP5_8_5",0.00402641755529433,2.05,2.35,1.15,1.6,2
"SSP1_1_9",0.00588982359911553,1.15,1.75,2.05,2.5,2
"SSP1_2_6",0.00527817961021774,1.15,1.75,2.05,2.5,2
"SSP2_4_5",0.0294201205609152,1.15,1.75,2.05,2.5,2
"SSP3_7_0",0.0260994742268387,1.15,1.75,2.05,2.5,2
"SSP5_8_5",0.0258343798260661,1.15,1.75,2.05,2.5,2
"SSP1_1_9",0.00453980635882634,1.75,1.9,1.9,2.5,2
"SSP1_2_6",0.00199391092710273,1.75,1.9,1.9,2.5,2
"SSP2_4_5",0.0107811532082716,1.75,1.9,1.9,2.5,2
"SSP3_7_0",0.00765788135858467,1.75,1.9,1.9,2.5,2
"SSP5_8_5",0.00721499348302323,1.75,1.9,1.9,2.5,2
"SSP1_1_9",0.00922617127157319,1.9,2.05,1,2.35,2
"SSP1_2_6",0.00728310780284133,1.9,2.05,1,2.35,2
"SSP2_4_5",0.0296140594081348,1.9,2.05,1,2.35,2
"SSP3_7_0",0.0463457289668264,1.9,2.05,1,2.35,2
"SSP5_8_5",0.0447037451472971,1.9,2.05,1,2.35,2
"SSP1_1_9",0.00388974930941777,1.9,2.5,1.15,2.35,2
"SSP1_2_6",0.00905504174220858,1.9,2.5,1.15,2.35,2
"SSP2_4_5",0.0213479682326952,1.9,2.5,1.15,2.35,2
"SSP3_7_0",0.0375574597640761,1.9,2.5,1.15,2.35,2
"SSP5_8_5",0.0384333689480187,1.9,2.5,1.15,2.35,2
"SSP1_1_9",0.00375451346701594,1.45,1.75,2.2,2.35,2
"SSP1_2_6",0.00324631522837172,1.45,1.75,2.2,2.35,2
"SSP2_4_5",0.01145547854317,1.45,1.75,2.2,2.35,2
"SSP3_7_0",0.00959176596672277,1.45,1.75,2.2,2.35,2
"SSP5_8_5",0.00933022179435781,1.45,1.75,2.2,2.35,2
"SSP1_1_9",0.00199113651687034,1,1.45,1.6,1.9,2
"SSP1_2_6",0.0126096700976539,1,1.45,1.6,1.9,2
"SSP2_4_5",0.0164132101066044,1,1.45,1.6,1.9,2
"SSP3_7_0",0.0156303032777562,1,1.45,1.6,1.9,2
"SSP5_8_5",0.0151132202177575,1,1.45,1.6,1.9,2
"SSP1_1_9",0.0103596737553314,1,1.9,1.45,1.6,2
"SSP1_2_6",0.0198535846299305,1,1.9,1.45,1.6,2
"SSP2_4_5",0.0492902644750383,1,1.9,1.45,1.6,2
"SSP3_7_0",0.0487297685248787,1,1.9,1.45,1.6,2
"SSP5_8_5",0.0455659503783045,1,1.9,1.45,1.6,2
"SSP1_1_9",0.00138901089162613,1.9,2.2,1.15,1.6,2
"SSP1_2_6",0.00127574200962452,1.9,2.2,1.15,1.6,2
"SSP2_4_5",0.00447034409226562,1.9,2.2,1.15,1.6,2
"SSP3_7_0",0.00386667215275649,1.9,2.2,1.15,1.6,2
"SSP5_8_5",0.00383836127362346,1.9,2.2,1.15,1.6,2
"SSP1_1_9",0.00522715880515377,1.6,2.5,1,1.75,2
"SSP1_2_6",0.00661513963869661,1.6,2.5,1,1.75,2
"SSP2_4_5",0.0205630816579879,1.6,2.5,1,1.75,2
"SSP3_7_0",0.030061255264625,1.6,2.5,1,1.75,2
"SSP5_8_5",0.0289225013194034,1.6,2.5,1,1.75,2
"SSP1_1_9",0.0083573932922751,1.9,2.5,1.6,2.2,2
"SSP1_2_6",0.00749139721596597,1.9,2.5,1.6,2.2,2
"SSP2_4_5",0.00512977586099886,1.9,2.5,1.6,2.2,2
"SSP3_7_0",0.00748633843718177,1.9,2.5,1.6,2.2,2
"SSP5_8_5",0.00769406633768299,1.9,2.5,1.6,2.2,2
"SSP1_1_9",0.0297371696879311,1.3,2.35,1.6,2.35,2
"SSP1_2_6",0.0224649615005085,1.3,2.35,1.6,2.35,2
"SSP2_4_5",0.0493820158854048,1.3,2.35,1.6,2.35,2
"SSP3_7_0",0.0415485091889238,1.3,2.35,1.6,2.35,2
"SSP5_8_5",0.0424548805171994,1.3,2.35,1.6,2.35,2
"SSP1_1_9",0.00195777054205611,1,1.45,1.3,2.2,2
"SSP1_2_6",0.00374531279940215,1,1.45,1.3,2.2,2
"SSP2_4_5",0.0121290359829816,1,1.45,1.3,2.2,2
"SSP3_7_0",0.0139749768238541,1,1.45,1.3,2.2,2
"SSP5_8_5",0.0125880682069752,1,1.45,1.3,2.2,2
"SSP1_1_9",0.00312522028165939,1.9,2.5,1.75,2.5,2
"SSP1_2_6",0.0076647967541228,1.9,2.5,1.75,2.5,2
"SSP2_4_5",0.0118012611257047,1.9,2.5,1.75,2.5,2
"SSP3_7_0",0.0263080879358096,1.9,2.5,1.75,2.5,2
"SSP5_8_5",0.0318570207126358,1.9,2.5,1.75,2.5,2
"SSP1_1_9",0.0311955341530892,1.3,2.5,1.9,2.35,2
"SSP1_2_6",0.0267097512621759,1.3,2.5,1.9,2.35,2
"SSP2_4_5",0.058776356456023,1.3,2.5,1.9,2.35,2
"SSP3_7_0",0.055001689710702,1.3,2.5,1.9,2.35,2
"SSP5_8_5",0.0523345968709641,1.3,2.5,1.9,2.35,2
"SSP1_1_9",0.00102382479498553,1.75,2.2,1.45,1.45,2
"SSP1_2_6",0.000533859599547805,1.75,2.2,1.45,1.45,2
"SSP2_4_5",0.000950734167649138,1.75,2.2,1.45,1.45,2
"SSP3_7_0",0.00103337890451363,1.75,2.2,1.45,1.45,2
"SSP5_8_5",0.00104751074654911,1.75,2.2,1.45,1.45,2
"SSP1_1_9",6.49646505375351e-05,2.35,2.35,2.05,2.5,2
"SSP1_2_6",0.00165084383549878,2.35,2.35,2.05,2.5,2
"SSP2_4_5",0.00220106412106602,2.35,2.35,2.05,2.5,2
"SSP3_7_0",0.00733207354211184,2.35,2.35,2.05,2.5,2
"SSP5_8_5",0.0107634050269595,2.35,2.35,2.05,2.5,2
"SSP1_1_9",0.00145876590162351,1.75,1.75,1.45,1.9,2
"SSP1_2_6",0.00342559860468532,1.75,1.75,1.45,1.9,2
"SSP2_4_5",0.00587987645646019,1.75,1.75,1.45,1.9,2
"SSP3_7_0",0.0139440099785799,1.75,1.75,1.45,1.9,2
"SSP5_8_5",0.0141152845322843,1.75,1.75,1.45,1.9,2
"SSP1_1_9",0.0117658355147964,2.05,2.2,1.15,2.35,2
"SSP1_2_6",0.0057714177393502,2.05,2.2,1.15,2.35,2
"SSP2_4_5",0.0233455174714681,2.05,2.2,1.15,2.35,2
"SSP3_7_0",0.0373313967289591,2.05,2.2,1.15,2.35,2
"SSP5_8_5",0.0396856004701237,2.05,2.2,1.15,2.35,2
"SSP1_1_9",0.0322259986827037,1.15,2.5,1.45,2.35,2
"SSP1_2_6",0.028030283994543,1.15,2.5,1.45,2.35,2
"SSP2_4_5",0.0629996991588754,1.15,2.5,1.45,2.35,2
"SSP3_7_0",0.0576876456594545,1.15,2.5,1.45,2.35,2
"SSP5_8_5",0.0589828448946445,1.15,2.5,1.45,2.35,2
"SSP1_1_9",0.00320941042033902,1.9,2.2,1.45,2.5,2
"SSP1_2_6",0.00779830686631195,1.9,2.2,1.45,2.5,2
"SSP2_4_5",0.0153090730630097,1.9,2.2,1.45,2.5,2
"SSP3_7_0",0.0289898462593013,1.9,2.2,1.45,2.5,2
"SSP5_8_5",0.0313381127336916,1.9,2.2,1.45,2.5,2
"SSP1_1_9",0.032919357771054,1,2.5,1.15,2.35,2
"SSP1_2_6",0.030287759827219,1,2.5,1.15,2.35,2
"SSP2_4_5",0.0682090077529991,1,2.5,1.15,2.35,2
"SSP3_7_0",0.0640525918237417,1,2.5,1.15,2.35,2
"SSP5_8_5",0.06534040533661,1,2.5,1.15,2.35,2
"SSP1_1_9",0.0107307126077837,1.15,1.9,1.15,2.05,2
"SSP1_2_6",0.00693158499808398,1.15,1.9,1.15,2.05,2
"SSP2_4_5",0.0253751048279826,1.15,1.9,1.15,2.05,2
"SSP3_7_0",0.025314871265968,1.15,1.9,1.15,2.05,2
"SSP5_8_5",0.0247319792416656,1.15,1.9,1.15,2.05,2
"SSP1_1_9",0.00187611649188305,1.15,1.45,2.05,2.2,2
"SSP1_2_6",0.00194027041485961,1.15,1.45,2.05,2.2,2
"SSP2_4_5",0.00976199730058768,1.15,1.45,2.05,2.2,2
"SSP3_7_0",0.00982629725447334,1.15,1.45,2.05,2.2,2
"SSP5_8_5",0.00915681831629466,1.15,1.45,2.05,2.2,2
"SSP1_1_9",0.00561592243900581,1.15,1.3,1,1.9,2
"SSP1_2_6",0.00572516227739615,1.15,1.3,1,1.9,2
"SSP2_4_5",0.0260596599270467,1.15,1.3,1,1.9,2
"SSP3_7_0",0.0290208282370142,1.15,1.3,1,1.9,2
"SSP5_8_5",0.0272487986388079,1.15,1.3,1,1.9,2
"SSP1_1_9",0.00813818217982841,1.6,2.35,1.3,2.05,2
"SSP1_2_6",0.00738389527187257,1.6,2.35,1.3,2.05,2
"SSP2_4_5",0.0237451430314928,1.6,2.35,1.3,2.05,2
"SSP3_7_0",0.0319373877901445,1.6,2.35,1.3,2.05,2
"SSP5_8_5",0.033763904125785,1.6,2.35,1.3,2.05,2
"SSP1_1_9",0.00340301716215254,1.6,2.35,1.15,1.6,2
"SSP1_2_6",0.00514722402456196,1.6,2.35,1.15,1.6,2
"SSP2_4_5",0.0107149108878252,1.6,2.35,1.15,1.6,2
"SSP3_7_0",0.0149166214772996,1.6,2.35,1.15,1.6,2
"SSP5_8_5",0.0146181008022286,1.6,2.35,1.15,1.6,2
"SSP1_1_9",9.07064574245979e-05,1.6,1.75,1.15,1.3,2
"SSP1_2_6",0.000480696033959858,1.6,1.75,1.15,1.3,2
"SSP2_4_5",0.0016801625477604,1.6,1.75,1.15,1.3,2
"SSP3_7_0",0.00190639886905032,1.6,1.75,1.15,1.3,2
"SSP5_8_5",0.00197488886818826,1.6,1.75,1.15,1.3,2
"SSP1_1_9",0.0192129889696909,1.6,2.5,1.9,2.2,2
"SSP1_2_6",0.0137782269359623,1.6,2.5,1.9,2.2,2
"SSP2_4_5",0.0340050950627614,1.6,2.5,1.9,2.2,2
"SSP3_7_0",0.0382926860740924,1.6,2.5,1.9,2.2,2
"SSP5_8_5",0.0407523695429949,1.6,2.5,1.9,2.2,2
"SSP1_1_9",6.64163965598046e-05,1.9,2.05,1,1.15,2
"SSP1_2_6",0.000282538379929962,1.9,2.05,1,1.15,2
"SSP2_4_5",0.000730111656537384,1.9,2.05,1,1.15,2
"SSP3_7_0",0.000822360787504749,1.9,2.05,1,1.15,2
"SSP5_8_5",0.000813379815437798,1.9,2.05,1,1.15,2
"SSP1_1_9",0.00135790828965628,1.45,2.05,1.15,1.3,2
"SSP1_2_6",0.00119161002701471,1.45,2.05,1.15,1.3,2
"SSP2_4_5",0.00223053110240663,1.45,2.05,1.15,1.3,2
"SSP3_7_0",0.00223841727301843,1.45,2.05,1.15,1.3,2
"SSP5_8_5",0.00223106954969481,1.45,2.05,1.15,1.3,2
"SSP1_1_9",0.00929232756239762,1.15,2.35,1,1.45,2
"SSP1_2_6",0.00947280149204939,1.15,2.35,1,1.45,2
"SSP2_4_5",0.0367902744433869,1.15,2.35,1,1.45,2
"SSP3_7_0",0.037227089544145,1.15,2.35,1,1.45,2
"SSP5_8_5",0.0355401306442126,1.15,2.35,1,1.45,2
"SSP1_1_9",0.00796055007557034,1.3,1.9,1,2.05,2
"SSP1_2_6",0.0079745489300801,1.3,1.9,1,2.05,2
"SSP2_4_5",0.0343646455464592,1.3,1.9,1,2.05,2
"SSP3_7_0",0.040360504568223,1.3,1.9,1,2.05,2
"SSP5_8_5",0.0392588304181725,1.3,1.9,1,2.05,2
"SSP1_1_9",0.00448724900470924,1.45,1.9,1,2.2,2
"SSP1_2_6",0.00773298236369741,1.45,1.9,1,2.2,2
"SSP2_4_5",0.0248163123558727,1.45,1.9,1,2.2,2
"SSP3_7_0",0.038779605494547,1.45,1.9,1,2.2,2
"SSP5_8_5",0.0363841036050909,1.45,1.9,1,2.2,2
"SSP1_1_9",0.0137123762839109,1.6,2.2,1.3,2.2,2
"SSP1_2_6",0.00694475404077146,1.6,2.2,1.3,2.2,2
"SSP2_4_5",0.0143015699939794,1.6,2.2,1.3,2.2,2
"SSP3_7_0",0.0203896416222205,1.6,2.2,1.3,2.2,2
"SSP5_8_5",0.0219998089348657,1.6,2.2,1.3,2.2,2
"SSP1_1_9",0.0045396680169439,1.45,1.6,1.3,1.75,2
"SSP1_2_6",0.0044755575440139,1.45,1.6,1.3,1.75,2
"SSP2_4_5",0.0165762419137059,1.45,1.6,1.3,1.75,2
"SSP3_7_0",0.0205437545649655,1.45,1.6,1.3,1.75,2
"SSP5_8_5",0.0202915481591228,1.45,1.6,1.3,1.75,2
"SSP1_1_9",0.00184869414223167,1,1.15,1,1,2
"SSP1_2_6",0.004644648702907,1,1.15,1,1,2
