"delta_t_crit_r_test","delta_t_crit_K_test","sigmoid_bool_r_test","sigmoid_bool_K_test","DEP_EFFECT_test","scen_test","delta_t_crit_r","delta_t_crit_K","sigmoid_bool_r","sigmoid_bool_K","DEP_EFFECT","scen","max_value","r_EVPI","stationary_test"
1.45,1.3,TRUE,TRUE,1,"SSP1_2_6",1.45,1.3,TRUE,TRUE,1,"SSP1_2_6",36.9140814923636,0.00248708600495701,3
1.45,1.3,TRUE,TRUE,1,"SSP2_4_5",1.45,1.3,TRUE,TRUE,1,"SSP2_4_5",33.8665269692559,0.0899276924163038,4
1.45,1.3,TRUE,TRUE,1,"SSP3_7_0",1.45,1.3,TRUE,TRUE,1,"SSP3_7_0",31.0186960406236,0.133233825736158,4
1.45,1.3,TRUE,TRUE,1,"SSP5_8_5",1.45,1.3,TRUE,TRUE,1,"SSP5_8_5",28.2424902358893,0.146392502110489,4
1.45,1.45,TRUE,TRUE,1,"SSP1_1_9",1.45,1.45,TRUE,TRUE,1,"SSP1_1_9",37.8372428553179,0.00083746234064857,4
1.45,1.45,TRUE,TRUE,1,"SSP1_2_6",1.45,1.45,TRUE,TRUE,1,"SSP1_2_6",37.4399596285229,0.00413878624887588,4
1.45,1.45,TRUE,TRUE,1,"SSP2_4_5",1.45,1.45,TRUE,TRUE,1,"SSP2_4_5",34.7995248800765,0.0388741061488516,4
1.45,1.45,TRUE,TRUE,1,"SSP3_7_0",1.45,1.45,TRUE,TRUE,1,"SSP3_7_0",32.7331004807099,0.0937968046932111,4
1.45,1.45,TRUE,TRUE,1,"SSP5_8_5",1.45,1.45,TRUE,TRUE,1,"SSP5_8_5",30.4477708647996,0.127781017268819,4
1.45,1.6,TRUE,TRUE,1,"SSP1_1_9",1.45,1.6,TRUE,TRUE,1,"SSP1_1_9",38.176318976883,0.00182679273173863,3
1.45,1.6,TRUE,TRUE,1,"SSP1_2_6",1.45,1.6,TRUE,TRUE,1,"SSP1_2_6",37.8530722922016,0.00180599817263139,4
1.45,1.6,TRUE,TRUE,1,"SSP2_4_5",1.45,1.6,TRUE,TRUE,1,"SSP2_4_5",35.7987776966074,0.0167303708590717,4
1.45,1.6,TRUE,TRUE,1,"SSP3_7_0",1.45,1.6,TRUE,TRUE,1,"SSP3_7_0",34.2462489518395,0.0519647271546658,4
1.45,1.6,TRUE,TRUE,1,"SSP5_8_5",1.45,1.6,TRUE,TRUE,1,"SSP5_8_5",32.4896871910322,0.0829844834703546,4
1.45,1.75,TRUE,TRUE,1,"SSP1_1_9",1.45,1.75,TRUE,TRUE,1,"SSP1_1_9",38.3405546874313,0.00168653929934406,4
1.45,1.75,TRUE,TRUE,1,"SSP1_2_6",1.45,1.75,TRUE,TRUE,1,"SSP1_2_6",38.1496885554636,0.00181063709883169,4
1.45,1.75,TRUE,TRUE,1,"SSP2_4_5",1.45,1.75,TRUE,TRUE,1,"SSP2_4_5",36.5691373486574,0.0129433054477255,4
1.45,1.75,TRUE,TRUE,1,"SSP3_7_0",1.45,1.75,TRUE,TRUE,1,"SSP3_7_0",35.37821326397,0.0313746543901053,4
1.45,1.75,TRUE,TRUE,1,"SSP5_8_5",1.45,1.75,TRUE,TRUE,1,"SSP5_8_5",34.0206415108759,0.0796514095588208,4
1.45,1.9,TRUE,TRUE,1,"SSP1_1_9",1.45,1.9,TRUE,TRUE,1,"SSP1_1_9",38.59161125345,0.000694931553898288,3
1.45,1.9,TRUE,TRUE,1,"SSP1_2_6",1.45,1.9,TRUE,TRUE,1,"SSP1_2_6",38.3253198799884,0.00243677127685662,4
1.45,1.9,TRUE,TRUE,1,"SSP2_4_5",1.45,1.9,TRUE,TRUE,1,"SSP2_4_5",36.9611665104932,0.00919433595566904,4
1.45,1.9,TRUE,TRUE,1,"SSP3_7_0",1.45,1.9,TRUE,TRUE,1,"SSP3_7_0",35.9690896469786,0.0300196213322987,4
1.45,1.9,TRUE,TRUE,1,"SSP5_8_5",1.45,1.9,TRUE,TRUE,1,"SSP5_8_5",34.8185819018551,0.0506977398576491,4
1.45,2.05,TRUE,TRUE,1,"SSP1_1_9",1.45,2.05,TRUE,TRUE,1,"SSP1_1_9",38.7568546454567,0.000822472096510364,3
1.45,2.05,TRUE,TRUE,1,"SSP1_2_6",1.45,2.05,TRUE,TRUE,1,"SSP1_2_6",38.4749498833344,0.00136390088039949,4
1.45,2.05,TRUE,TRUE,1,"SSP2_4_5",1.45,2.05,TRUE,TRUE,1,"SSP2_4_5",37.2345818992211,0.00938347255581257,4
1.45,2.05,TRUE,TRUE,1,"SSP3_7_0",1.45,2.05,TRUE,TRUE,1,"SSP3_7_0",36.3263395448554,0.0219067134893915,4
1.45,2.05,TRUE,TRUE,1,"SSP5_8_5",1.45,2.05,TRUE,TRUE,1,"SSP5_8_5",35.2715803295152,0.0554129037309502,4
1.45,2.2,TRUE,TRUE,1,"SSP1_1_9",1.45,2.2,TRUE,TRUE,1,"SSP1_1_9",38.8289822374952,0.000878794629171312,3
1.45,2.2,TRUE,TRUE,1,"SSP1_2_6",1.45,2.2,TRUE,TRUE,1,"SSP1_2_6",38.5525505006096,0.000954967173170959,3
1.45,2.2,TRUE,TRUE,1,"SSP2_4_5",1.45,2.2,TRUE,TRUE,1,"SSP2_4_5",37.3672153632827,0.00947268635689977,4
1.45,2.2,TRUE,TRUE,1,"SSP3_7_0",1.45,2.2,TRUE,TRUE,1,"SSP3_7_0",36.5049407138735,0.0208481480508573,4
1.45,2.2,TRUE,TRUE,1,"SSP5_8_5",1.45,2.2,TRUE,TRUE,1,"SSP5_8_5",35.5012001542388,0.0521791585345805,4
1.45,2.35,TRUE,TRUE,1,"SSP1_1_9",1.45,2.35,TRUE,TRUE,1,"SSP1_1_9",38.8679952607024,0.000975728513992721,3
1.45,2.35,TRUE,TRUE,1,"SSP1_2_6",1.45,2.35,TRUE,TRUE,1,"SSP1_2_6",38.5989285991703,0.000984126014415195,3
1.45,2.35,TRUE,TRUE,1,"SSP2_4_5",1.45,2.35,TRUE,TRUE,1,"SSP2_4_5",37.4341758078888,0.00961421337685111,4
1.45,2.35,TRUE,TRUE,1,"SSP3_7_0",1.45,2.35,TRUE,TRUE,1,"SSP3_7_0",36.5919830002026,0.0204263478857668,4
1.45,2.35,TRUE,TRUE,1,"SSP5_8_5",1.45,2.35,TRUE,TRUE,1,"SSP5_8_5",35.6089614723932,0.0512468695079008,4
1.45,2.5,TRUE,TRUE,1,"SSP1_1_9",1.45,2.5,TRUE,TRUE,1,"SSP1_1_9",38.8817067047643,0.000266237685125327,3
1.45,2.5,TRUE,TRUE,1,"SSP1_2_6",1.45,2.5,TRUE,TRUE,1,"SSP1_2_6",38.6213368996878,0.00101622693594314,3
1.45,2.5,TRUE,TRUE,1,"SSP2_4_5",1.45,2.5,TRUE,TRUE,1,"SSP2_4_5",37.4661414772713,0.00962541897023682,4
1.45,2.5,TRUE,TRUE,1,"SSP3_7_0",1.45,2.5,TRUE,TRUE,1,"SSP3_7_0",36.6324501961588,0.0202068850437861,4
1.45,2.5,TRUE,TRUE,1,"SSP5_8_5",1.45,2.5,TRUE,TRUE,1,"SSP5_8_5",35.6637883254971,0.0509449665723636,4
1.6,1,TRUE,TRUE,1,"SSP1_1_9",1.6,1,TRUE,TRUE,1,"SSP1_1_9",36.5761606186858,0.000533562314441784,3
1.6,1,TRUE,TRUE,1,"SSP1_2_6",1.6,1,TRUE,TRUE,1,"SSP1_2_6",33.5409389986174,0.0229695384586656,4
1.6,1,TRUE,TRUE,1,"SSP2_4_5",1.6,1,TRUE,TRUE,1,"SSP2_4_5",31.4512676673145,0.0993531392076577,4
1.6,1,TRUE,TRUE,1,"SSP3_7_0",1.6,1,TRUE,TRUE,1,"SSP3_7_0",26.2862449154208,0.115292586366826,4
1.6,1,TRUE,TRUE,1,"SSP5_8_5",1.6,1,TRUE,TRUE,1,"SSP5_8_5",22.9375031844585,0.12268934613381,4
1.6,1.15,TRUE,TRUE,1,"SSP1_1_9",1.6,1.15,TRUE,TRUE,1,"SSP1_1_9",37.277293607782,0.000503456239032907,2
1.6,1.15,TRUE,TRUE,1,"SSP1_2_6",1.6,1.15,TRUE,TRUE,1,"SSP1_2_6",35.7393130849196,0.000549519893212244,3
1.6,1.15,TRUE,TRUE,1,"SSP2_4_5",1.6,1.15,TRUE,TRUE,1,"SSP2_4_5",32.8169974022941,0.114545786978032,3
1.6,1.15,TRUE,TRUE,1,"SSP3_7_0",1.6,1.15,TRUE,TRUE,1,"SSP3_7_0",28.4041017694887,0.12691997902317,4
1.6,1.15,TRUE,TRUE,1,"SSP5_8_5",1.6,1.15,TRUE,TRUE,1,"SSP5_8_5",25.2682473775074,0.143404545617091,4
1.6,1.3,TRUE,TRUE,1,"SSP1_1_9",1.6,1.3,TRUE,TRUE,1,"SSP1_1_9",37.6495103736775,0.00214262451564572,3
1.6,1.3,TRUE,TRUE,1,"SSP1_2_6",1.6,1.3,TRUE,TRUE,1,"SSP1_2_6",36.946853199177,0.00213247661711971,3
1.6,1.3,TRUE,TRUE,1,"SSP2_4_5",1.6,1.3,TRUE,TRUE,1,"SSP2_4_5",33.8056259979973,0.11872829689367,4
1.6,1.3,TRUE,TRUE,1,"SSP3_7_0",1.6,1.3,TRUE,TRUE,1,"SSP3_7_0",30.2836040059665,0.134008983141469,4
1.6,1.3,TRUE,TRUE,1,"SSP5_8_5",1.6,1.3,TRUE,TRUE,1,"SSP5_8_5",27.2508477742427,0.147451011542508,4
1.6,1.45,TRUE,TRUE,1,"SSP1_1_9",1.6,1.45,TRUE,TRUE,1,"SSP1_1_9",37.892312574698,0.00476489008663111,3
1.6,1.45,TRUE,TRUE,1,"SSP1_2_6",1.6,1.45,TRUE,TRUE,1,"SSP1_2_6",37.5425360115676,0.0047831851370527,4
1.6,1.45,TRUE,TRUE,1,"SSP2_4_5",1.6,1.45,TRUE,TRUE,1,"SSP2_4_5",34.673955719569,0.0555191796817906,4
1.6,1.45,TRUE,TRUE,1,"SSP3_7_0",1.6,1.45,TRUE,TRUE,1,"SSP3_7_0",32.1346956116527,0.124405754742228,4
1.6,1.45,TRUE,TRUE,1,"SSP5_8_5",1.6,1.45,TRUE,TRUE,1,"SSP5_8_5",29.264129580625,0.152540583302692,4
1.6,1.6,TRUE,TRUE,1,"SSP1_1_9",1.6,1.6,TRUE,TRUE,1,"SSP1_1_9",38.077240626079,0.00188234104113394,3
1.6,1.6,TRUE,TRUE,1,"SSP1_2_6",1.6,1.6,TRUE,TRUE,1,"SSP1_2_6",37.8260458908439,0.00474088636261375,4
1.6,1.6,TRUE,TRUE,1,"SSP2_4_5",1.6,1.6,TRUE,TRUE,1,"SSP2_4_5",35.5661159320083,0.0207040580838432,4
1.6,1.6,TRUE,TRUE,1,"SSP3_7_0",1.6,1.6,TRUE,TRUE,1,"SSP3_7_0",33.6132123945566,0.0614280696633528,4
1.6,1.6,TRUE,TRUE,1,"SSP5_8_5",1.6,1.6,TRUE,TRUE,1,"SSP5_8_5",31.2794126872755,0.130323413700996,4
1.6,1.75,TRUE,TRUE,1,"SSP1_1_9",1.6,1.75,TRUE,TRUE,1,"SSP1_1_9",38.4346267244113,0.00273865166453782,4
1.6,1.75,TRUE,TRUE,1,"SSP1_2_6",1.6,1.75,TRUE,TRUE,1,"SSP1_2_6",38.1876228288585,0.00450239080105739,4
1.6,1.75,TRUE,TRUE,1,"SSP2_4_5",1.6,1.75,TRUE,TRUE,1,"SSP2_4_5",36.5070278789736,0.00934486902568674,4
1.6,1.75,TRUE,TRUE,1,"SSP3_7_0",1.6,1.75,TRUE,TRUE,1,"SSP3_7_0",34.9692632234762,0.0380727222011328,4
1.6,1.75,TRUE,TRUE,1,"SSP5_8_5",1.6,1.75,TRUE,TRUE,1,"SSP5_8_5",33.2152165790299,0.0791440694242006,4
1.6,1.9,TRUE,TRUE,1,"SSP1_1_9",1.6,1.9,TRUE,TRUE,1,"SSP1_1_9",38.6464817202432,0.000508420184917144,3
1.6,1.9,TRUE,TRUE,1,"SSP1_2_6",1.6,1.9,TRUE,TRUE,1,"SSP1_2_6",38.3743761485919,0.00388329187592185,4
1.6,1.9,TRUE,TRUE,1,"SSP2_4_5",1.6,1.9,TRUE,TRUE,1,"SSP2_4_5",37.1677432839862,0.00983693634398359,4
1.6,1.9,TRUE,TRUE,1,"SSP3_7_0",1.6,1.9,TRUE,TRUE,1,"SSP3_7_0",35.9647137806283,0.034241442984193,4
1.6,1.9,TRUE,TRUE,1,"SSP5_8_5",1.6,1.9,TRUE,TRUE,1,"SSP5_8_5",34.6146498456106,0.052797674521915,4
1.6,2.05,TRUE,TRUE,1,"SSP1_1_9",1.6,2.05,TRUE,TRUE,1,"SSP1_1_9",38.8929735082695,0.00181994639730351,4
1.6,2.05,TRUE,TRUE,1,"SSP1_2_6",1.6,2.05,TRUE,TRUE,1,"SSP1_2_6",38.6184011560542,0.00258904281025429,4
1.6,2.05,TRUE,TRUE,1,"SSP2_4_5",1.6,2.05,TRUE,TRUE,1,"SSP2_4_5",37.5153136491319,0.00684162904563729,4
1.6,2.05,TRUE,TRUE,1,"SSP3_7_0",1.6,2.05,TRUE,TRUE,1,"SSP3_7_0",36.4920488427947,0.027579112334944,4
1.6,2.05,TRUE,TRUE,1,"SSP5_8_5",1.6,2.05,TRUE,TRUE,1,"SSP5_8_5",35.3441275078681,0.04974226979718,4
1.6,2.2,TRUE,TRUE,1,"SSP1_1_9",1.6,2.2,TRUE,TRUE,1,"SSP1_1_9",39.0153297319929,0.00143971804217355,3
1.6,2.2,TRUE,TRUE,1,"SSP1_2_6",1.6,2.2,TRUE,TRUE,1,"SSP1_2_6",38.758619583316,0.00227961281102312,4
1.6,2.2,TRUE,TRUE,1,"SSP2_4_5",1.6,2.2,TRUE,TRUE,1,"SSP2_4_5",37.7420810356549,0.00742484098737066,4
1.6,2.2,TRUE,TRUE,1,"SSP3_7_0",1.6,2.2,TRUE,TRUE,1,"SSP3_7_0",36.8048308085419,0.0266281575088928,4
1.6,2.2,TRUE,TRUE,1,"SSP5_8_5",1.6,2.2,TRUE,TRUE,1,"SSP5_8_5",35.7542461918896,0.0472576349856924,4
1.6,2.35,TRUE,TRUE,1,"SSP1_1_9",1.6,2.35,TRUE,TRUE,1,"SSP1_1_9",39.0766694145896,0.00115571750241956,3
1.6,2.35,TRUE,TRUE,1,"SSP1_2_6",1.6,2.35,TRUE,TRUE,1,"SSP1_2_6",38.8404577821084,0.00242041495313185,4
1.6,2.35,TRUE,TRUE,1,"SSP2_4_5",1.6,2.35,TRUE,TRUE,1,"SSP2_4_5",37.851616334599,0.007752852505296,4
1.6,2.35,TRUE,TRUE,1,"SSP3_7_0",1.6,2.35,TRUE,TRUE,1,"SSP3_7_0",36.9632075819425,0.0233898267761253,4
1.6,2.35,TRUE,TRUE,1,"SSP5_8_5",1.6,2.35,TRUE,TRUE,1,"SSP5_8_5",35.9656170480064,0.0319485304962838,4
1.6,2.5,TRUE,TRUE,1,"SSP1_1_9",1.6,2.5,TRUE,TRUE,1,"SSP1_1_9",39.1053134971648,0.00103954200410258,3
1.6,2.5,TRUE,TRUE,1,"SSP1_2_6",1.6,2.5,TRUE,TRUE,1,"SSP1_2_6",38.8779273877501,0.00250617706618543,4
1.6,2.5,TRUE,TRUE,1,"SSP2_4_5",1.6,2.5,TRUE,TRUE,1,"SSP2_4_5",37.9071574811312,0.00803004318178219,4
1.6,2.5,TRUE,TRUE,1,"SSP3_7_0",1.6,2.5,TRUE,TRUE,1,"SSP3_7_0",37.0386622992266,0.0214553691854118,4
1.6,2.5,TRUE,TRUE,1,"SSP5_8_5",1.6,2.5,TRUE,TRUE,1,"SSP5_8_5",36.0635992312274,0.0315899120563965,4
1.75,1,TRUE,TRUE,1,"SSP1_1_9",1.75,1,TRUE,TRUE,1,"SSP1_1_9",36.5817440379143,0.000535061434777725,3
1.75,1,TRUE,TRUE,1,"SSP1_2_6",1.75,1,TRUE,TRUE,1,"SSP1_2_6",33.5012882379032,0.0326231033237516,4
1.75,1,TRUE,TRUE,1,"SSP2_4_5",1.75,1,TRUE,TRUE,1,"SSP2_4_5",31.3692868814835,0.0995889988172967,3
1.75,1,TRUE,TRUE,1,"SSP3_7_0",1.75,1,TRUE,TRUE,1,"SSP3_7_0",26.0746794278671,0.113177383431517,4
1.75,1,TRUE,TRUE,1,"SSP5_8_5",1.75,1,TRUE,TRUE,1,"SSP5_8_5",22.726412188042,0.111611513454832,4
1.75,1.15,TRUE,TRUE,1,"SSP1_1_9",1.75,1.15,TRUE,TRUE,1,"SSP1_1_9",37.2916077169778,0.000520322482043726,3
1.75,1.15,TRUE,TRUE,1,"SSP1_2_6",1.75,1.15,TRUE,TRUE,1,"SSP1_2_6",35.6173584572236,0.00054543132124836,3
1.75,1.15,TRUE,TRUE,1,"SSP2_4_5",1.75,1.15,TRUE,TRUE,1,"SSP2_4_5",32.7494847374612,0.114491902936381,3
1.75,1.15,TRUE,TRUE,1,"SSP3_7_0",1.75,1.15,TRUE,TRUE,1,"SSP3_7_0",27.7044896813188,0.123007478226489,4
1.75,1.15,TRUE,TRUE,1,"SSP5_8_5",1.75,1.15,TRUE,TRUE,1,"SSP5_8_5",24.1878479303422,0.132612123739403,4
1.75,1.3,TRUE,TRUE,1,"SSP1_1_9",1.75,1.3,TRUE,TRUE,1,"SSP1_1_9",37.6579811303756,0.00197242828276283,3
1.75,1.3,TRUE,TRUE,1,"SSP1_2_6",1.75,1.3,TRUE,TRUE,1,"SSP1_2_6",36.9499745143772,0.00193748607961152,3
1.75,1.3,TRUE,TRUE,1,"SSP2_4_5",1.75,1.3,TRUE,TRUE,1,"SSP2_4_5",33.750716874594,0.129624622204657,3
1.75,1.3,TRUE,TRUE,1,"SSP3_7_0",1.75,1.3,TRUE,TRUE,1,"SSP3_7_0",29.6642927354807,0.135290008670121,4
1.75,1.3,TRUE,TRUE,1,"SSP5_8_5",1.75,1.3,TRUE,TRUE,1,"SSP5_8_5",26.3566858698025,0.152734414431713,4
1.75,1.45,TRUE,TRUE,1,"SSP1_1_9",1.75,1.45,TRUE,TRUE,1,"SSP1_1_9",37.8976222895353,0.00447202851491807,3
1.75,1.45,TRUE,TRUE,1,"SSP1_2_6",1.75,1.45,TRUE,TRUE,1,"SSP1_2_6",37.566222442987,0.00448076006801211,4
1.75,1.45,TRUE,TRUE,1,"SSP2_4_5",1.75,1.45,TRUE,TRUE,1,"SSP2_4_5",34.5992093466048,0.0784517602951659,4
1.75,1.45,TRUE,TRUE,1,"SSP3_7_0",1.75,1.45,TRUE,TRUE,1,"SSP3_7_0",31.4741174245994,0.141460365786713,4
1.75,1.45,TRUE,TRUE,1,"SSP5_8_5",1.75,1.45,TRUE,TRUE,1,"SSP5_8_5",28.2875919725156,0.15385890369706,4
1.75,1.6,TRUE,TRUE,1,"SSP1_1_9",1.75,1.6,TRUE,TRUE,1,"SSP1_1_9",38.0339004556703,0.0038998383420385,4
1.75,1.6,TRUE,TRUE,1,"SSP1_2_6",1.75,1.6,TRUE,TRUE,1,"SSP1_2_6",37.8435575642923,0.00580788425053307,4
1.75,1.6,TRUE,TRUE,1,"SSP2_4_5",1.75,1.6,TRUE,TRUE,1,"SSP2_4_5",35.3845777885281,0.0286715084564783,4
1.75,1.6,TRUE,TRUE,1,"SSP3_7_0",1.75,1.6,TRUE,TRUE,1,"SSP3_7_0",33.1027605226948,0.0974721863256627,4
1.75,1.6,TRUE,TRUE,1,"SSP5_8_5",1.75,1.6,TRUE,TRUE,1,"SSP5_8_5",30.1856612662336,0.155795744154303,4
1.75,1.75,TRUE,TRUE,1,"SSP1_1_9",1.75,1.75,TRUE,TRUE,1,"SSP1_1_9",38.3955111916753,0.0051221408402537,3
1.75,1.75,TRUE,TRUE,1,"SSP1_2_6",1.75,1.75,TRUE,TRUE,1,"SSP1_2_6",38.136900994304,0.00535798899296568,3
1.75,1.75,TRUE,TRUE,1,"SSP2_4_5",1.75,1.75,TRUE,TRUE,1,"SSP2_4_5",36.3768830645409,0.013468537274522,4
1.75,1.75,TRUE,TRUE,1,"SSP3_7_0",1.75,1.75,TRUE,TRUE,1,"SSP3_7_0",34.4665807088769,0.0632377903937869,4
1.75,1.75,TRUE,TRUE,1,"SSP5_8_5",1.75,1.75,TRUE,TRUE,1,"SSP5_8_5",32.1488437735312,0.110515314999923,4
1.75,1.9,TRUE,TRUE,1,"SSP1_1_9",1.75,1.9,TRUE,TRUE,1,"SSP1_1_9",38.6640465207066,0.00286868471996331,4
1.75,1.9,TRUE,TRUE,1,"SSP1_2_6",1.75,1.9,TRUE,TRUE,1,"SSP1_2_6",38.4831615188229,0.00655919205978001,4
1.75,1.9,TRUE,TRUE,1,"SSP2_4_5",1.75,1.9,TRUE,TRUE,1,"SSP2_4_5",37.2191662133962,0.0092777608468379,4
1.75,1.9,TRUE,TRUE,1,"SSP3_7_0",1.75,1.9,TRUE,TRUE,1,"SSP3_7_0",35.654543672144,0.040335309429967,4
1.75,1.9,TRUE,TRUE,1,"SSP5_8_5",1.75,1.9,TRUE,TRUE,1,"SSP5_8_5",33.9328768399089,0.0646181121800838,4
1.75,2.05,TRUE,TRUE,1,"SSP1_1_9",1.75,2.05,TRUE,TRUE,1,"SSP1_1_9",39.0340430747269,0.00174881690004599,4
1.75,2.05,TRUE,TRUE,1,"SSP1_2_6",1.75,2.05,TRUE,TRUE,1,"SSP1_2_6",38.6976980683877,0.00447170610944597,4
1.75,2.05,TRUE,TRUE,1,"SSP2_4_5",1.75,2.05,TRUE,TRUE,1,"SSP2_4_5",37.7687602168356,0.0118342505816928,4
1.75,2.05,TRUE,TRUE,1,"SSP3_7_0",1.75,2.05,TRUE,TRUE,1,"SSP3_7_0",36.5207917330546,0.0339740507550663,4
1.75,2.05,TRUE,TRUE,1,"SSP5_8_5",1.75,2.05,TRUE,TRUE,1,"SSP5_8_5",35.1956570612384,0.0553457695639723,4
1.75,2.2,TRUE,TRUE,1,"SSP1_1_9",1.75,2.2,TRUE,TRUE,1,"SSP1_1_9",39.2462678502868,0.00203017883824623,4
1.75,2.2,TRUE,TRUE,1,"SSP1_2_6",1.75,2.2,TRUE,TRUE,1,"SSP1_2_6",38.9266157790598,0.00420278712123253,3
1.75,2.2,TRUE,TRUE,1,"SSP2_4_5",1.75,2.2,TRUE,TRUE,1,"SSP2_4_5",38.0534197914737,0.00850219585784231,4
1.75,2.2,TRUE,TRUE,1,"SSP3_7_0",1.75,2.2,TRUE,TRUE,1,"SSP3_7_0",36.9835095067776,0.0268155384703513,4
1.75,2.2,TRUE,TRUE,1,"SSP5_8_5",1.75,2.2,TRUE,TRUE,1,"SSP5_8_5",35.8577454320213,0.0368766736771146,4
1.75,2.35,TRUE,TRUE,1,"SSP1_1_9",1.75,2.35,TRUE,TRUE,1,"SSP1_1_9",39.3587063231912,0.00154045411793111,4
1.75,2.35,TRUE,TRUE,1,"SSP1_2_6",1.75,2.35,TRUE,TRUE,1,"SSP1_2_6",39.0575940031758,0.00201926086124481,4
1.75,2.35,TRUE,TRUE,1,"SSP2_4_5",1.75,2.35,TRUE,TRUE,1,"SSP2_4_5",38.2407335458378,0.00921205585201022,4
1.75,2.35,TRUE,TRUE,1,"SSP3_7_0",1.75,2.35,TRUE,TRUE,1,"SSP3_7_0",37.2569405573174,0.0258296355720732,4
1.75,2.35,TRUE,TRUE,1,"SSP5_8_5",1.75,2.35,TRUE,TRUE,1,"SSP5_8_5",36.226008575555,0.031669498435863,4
1.75,2.5,TRUE,TRUE,1,"SSP1_1_9",1.75,2.5,TRUE,TRUE,1,"SSP1_1_9",39.4149205813156,0.00132650288958297,4
1.75,2.5,TRUE,TRUE,1,"SSP1_2_6",1.75,2.5,TRUE,TRUE,1,"SSP1_2_6",39.1172325897339,0.0035758982717738,4
1.75,2.5,TRUE,TRUE,1,"SSP2_4_5",1.75,2.5,TRUE,TRUE,1,"SSP2_4_5",38.330331131224,0.00494729789922239,4
1.75,2.5,TRUE,TRUE,1,"SSP3_7_0",1.75,2.5,TRUE,TRUE,1,"SSP3_7_0",37.394601332886,0.0255240823106975,4
1.75,2.5,TRUE,TRUE,1,"SSP5_8_5",1.75,2.5,TRUE,TRUE,1,"SSP5_8_5",36.4142175847631,0.0311572456434473,4
1.9,1,TRUE,TRUE,1,"SSP1_1_9",1.9,1,TRUE,TRUE,1,"SSP1_1_9",36.5897428498364,0.000533915362186887,3
1.9,1,TRUE,TRUE,1,"SSP1_2_6",1.9,1,TRUE,TRUE,1,"SSP1_2_6",33.4910544696271,0.0359821809689595,4
1.9,1,TRUE,TRUE,1,"SSP2_4_5",1.9,1,TRUE,TRUE,1,"SSP2_4_5",31.3376873260391,0.0996940861230546,3
1.9,1,TRUE,TRUE,1,"SSP3_7_0",1.9,1,TRUE,TRUE,1,"SSP3_7_0",26.032520090597,0.112615577620164,4
1.9,1,TRUE,TRUE,1,"SSP5_8_5",1.9,1,TRUE,TRUE,1,"SSP5_8_5",22.6886720508056,0.110296717746354,4
1.9,1.15,TRUE,TRUE,1,"SSP1_1_9",1.9,1.15,TRUE,TRUE,1,"SSP1_1_9",37.2984775489515,0.000519992421027004,3
1.9,1.15,TRUE,TRUE,1,"SSP1_2_6",1.9,1.15,TRUE,TRUE,1,"SSP1_2_6",35.5224264396162,0.000539800692368057,4
1.9,1.15,TRUE,TRUE,1,"SSP2_4_5",1.9,1.15,TRUE,TRUE,1,"SSP2_4_5",32.7117961397356,0.114413170167318,3
1.9,1.15,TRUE,TRUE,1,"SSP3_7_0",1.9,1.15,TRUE,TRUE,1,"SSP3_7_0",27.4987756485748,0.122850972589632,4
1.9,1.15,TRUE,TRUE,1,"SSP5_8_5",1.9,1.15,TRUE,TRUE,1,"SSP5_8_5",23.9818693409054,0.12319153540381,4
1.9,1.3,TRUE,TRUE,1,"SSP1_1_9",1.9,1.3,TRUE,TRUE,1,"SSP1_1_9",37.6601553041498,0.00186023802990729,3
1.9,1.3,TRUE,TRUE,1,"SSP1_2_6",1.9,1.3,TRUE,TRUE,1,"SSP1_2_6",36.9460364628333,0.0018305129392196,4
1.9,1.3,TRUE,TRUE,1,"SSP2_4_5",1.9,1.3,TRUE,TRUE,1,"SSP2_4_5",33.7075855162752,0.129099083760401,3
1.9,1.3,TRUE,TRUE,1,"SSP3_7_0",1.9,1.3,TRUE,TRUE,1,"SSP3_7_0",29.0639076184433,0.132567406734338,4
1.9,1.3,TRUE,TRUE,1,"SSP5_8_5",1.9,1.3,TRUE,TRUE,1,"SSP5_8_5",25.3609447520849,0.139635270286363,4
1.9,1.45,TRUE,TRUE,1,"SSP1_1_9",1.9,1.45,TRUE,TRUE,1,"SSP1_1_9",37.8997480545592,0.00436782489625508,3
1.9,1.45,TRUE,TRUE,1,"SSP1_2_6",1.9,1.45,TRUE,TRUE,1,"SSP1_2_6",37.5756367482574,0.00435753970685259,4
1.9,1.45,TRUE,TRUE,1,"SSP2_4_5",1.9,1.45,TRUE,TRUE,1,"SSP2_4_5",34.5478196005754,0.105830798806148,4
1.9,1.45,TRUE,TRUE,1,"SSP3_7_0",1.9,1.45,TRUE,TRUE,1,"SSP3_7_0",30.886341047657,0.143284413607708,4
1.9,1.45,TRUE,TRUE,1,"SSP5_8_5",1.9,1.45,TRUE,TRUE,1,"SSP5_8_5",27.4112218410881,0.155678143207078,4
1.9,1.6,TRUE,TRUE,1,"SSP1_1_9",1.9,1.6,TRUE,TRUE,1,"SSP1_1_9",38.040689518598,0.00223093531219018,3
1.9,1.6,TRUE,TRUE,1,"SSP1_2_6",1.9,1.6,TRUE,TRUE,1,"SSP1_2_6",37.8684977840549,0.00588284463640654,4
1.9,1.6,TRUE,TRUE,1,"SSP2_4_5",1.9,1.6,TRUE,TRUE,1,"SSP2_4_5",35.29696893449,0.0445186448136473,4
