"delta_t_crit_r_test","delta_t_crit_K_test","sigmoid_bool_r_test","sigmoid_bool_K_test","DEP_EFFECT_test","scen_test","delta_t_crit_r","delta_t_crit_K","sigmoid_bool_r","sigmoid_bool_K","DEP_EFFECT","scen","max_value","r_EVPI","stationary_test"
1.9,1.6,TRUE,TRUE,1,"SSP3_7_0",1.9,1.6,TRUE,TRUE,1,"SSP3_7_0",32.5490544809185,0.164126182161546,4
1.9,1.6,TRUE,TRUE,1,"SSP5_8_5",1.9,1.6,TRUE,TRUE,1,"SSP5_8_5",29.2476027848661,0.157322212520139,4
1.9,1.75,TRUE,TRUE,1,"SSP1_1_9",1.9,1.75,TRUE,TRUE,1,"SSP1_1_9",38.3350411246201,0.00580918441847128,4
1.9,1.75,TRUE,TRUE,1,"SSP1_2_6",1.9,1.75,TRUE,TRUE,1,"SSP1_2_6",38.1506650432079,0.0103288028648338,4
1.9,1.75,TRUE,TRUE,1,"SSP2_4_5",1.9,1.75,TRUE,TRUE,1,"SSP2_4_5",36.2065414265061,0.0158618513061639,4
1.9,1.75,TRUE,TRUE,1,"SSP3_7_0",1.9,1.75,TRUE,TRUE,1,"SSP3_7_0",34.0813521424755,0.0846012730554789,4
1.9,1.75,TRUE,TRUE,1,"SSP5_8_5",1.9,1.75,TRUE,TRUE,1,"SSP5_8_5",31.1542116870722,0.160054007798658,4
1.9,1.9,TRUE,TRUE,1,"SSP1_1_9",1.9,1.9,TRUE,TRUE,1,"SSP1_1_9",38.7566220256101,0.00474589864614498,4
1.9,1.9,TRUE,TRUE,1,"SSP1_2_6",1.9,1.9,TRUE,TRUE,1,"SSP1_2_6",38.4563086309884,0.00966823882575143,4
1.9,1.9,TRUE,TRUE,1,"SSP2_4_5",1.9,1.9,TRUE,TRUE,1,"SSP2_4_5",37.2101893483105,0.0153570154369061,4
1.9,1.9,TRUE,TRUE,1,"SSP3_7_0",1.9,1.9,TRUE,TRUE,1,"SSP3_7_0",35.2548986303972,0.0562280450319301,4
1.9,1.9,TRUE,TRUE,1,"SSP5_8_5",1.9,1.9,TRUE,TRUE,1,"SSP5_8_5",32.9961732844439,0.0892139633508083,4
1.9,2.05,TRUE,TRUE,1,"SSP1_1_9",1.9,2.05,TRUE,TRUE,1,"SSP1_1_9",39.1916961029784,0.00219240539607495,4
1.9,2.05,TRUE,TRUE,1,"SSP1_2_6",1.9,2.05,TRUE,TRUE,1,"SSP1_2_6",38.789930290992,0.00713631042182561,4
1.9,2.05,TRUE,TRUE,1,"SSP2_4_5",1.9,2.05,TRUE,TRUE,1,"SSP2_4_5",37.8847573092246,0.013115155508852,4
1.9,2.05,TRUE,TRUE,1,"SSP3_7_0",1.9,2.05,TRUE,TRUE,1,"SSP3_7_0",36.2862003920945,0.0357823660287335,4
1.9,2.05,TRUE,TRUE,1,"SSP5_8_5",1.9,2.05,TRUE,TRUE,1,"SSP5_8_5",34.6144081558666,0.0533440395396953,4
1.9,2.2,TRUE,TRUE,1,"SSP1_1_9",1.9,2.2,TRUE,TRUE,1,"SSP1_1_9",39.5160110748053,0.00139271475298246,4
1.9,2.2,TRUE,TRUE,1,"SSP1_2_6",1.9,2.2,TRUE,TRUE,1,"SSP1_2_6",39.0443663528616,0.00495922127761239,4
1.9,2.2,TRUE,TRUE,1,"SSP2_4_5",1.9,2.2,TRUE,TRUE,1,"SSP2_4_5",38.3013166741397,0.011012122432498,4
1.9,2.2,TRUE,TRUE,1,"SSP3_7_0",1.9,2.2,TRUE,TRUE,1,"SSP3_7_0",37.0356069009442,0.0313119471129535,4
1.9,2.2,TRUE,TRUE,1,"SSP5_8_5",1.9,2.2,TRUE,TRUE,1,"SSP5_8_5",35.7472378421784,0.0386616991267479,4
1.9,2.35,TRUE,TRUE,1,"SSP1_1_9",1.9,2.35,TRUE,TRUE,1,"SSP1_1_9",39.6857415748862,0.000866598093174224,4
1.9,2.35,TRUE,TRUE,1,"SSP1_2_6",1.9,2.35,TRUE,TRUE,1,"SSP1_2_6",39.2384282422044,0.00386008131044832,3
1.9,2.35,TRUE,TRUE,1,"SSP2_4_5",1.9,2.35,TRUE,TRUE,1,"SSP2_4_5",38.5327514501644,0.0119955314520246,4
1.9,2.35,TRUE,TRUE,1,"SSP3_7_0",1.9,2.35,TRUE,TRUE,1,"SSP3_7_0",37.4415170559668,0.0243581102571472,4
1.9,2.35,TRUE,TRUE,1,"SSP5_8_5",1.9,2.35,TRUE,TRUE,1,"SSP5_8_5",36.3424277415195,0.0315239140774254,4
1.9,2.5,TRUE,TRUE,1,"SSP1_1_9",1.9,2.5,TRUE,TRUE,1,"SSP1_1_9",39.7760874002444,0.000708811140278819,4
1.9,2.5,TRUE,TRUE,1,"SSP1_2_6",1.9,2.5,TRUE,TRUE,1,"SSP1_2_6",39.3359119013825,0.00362314506473901,3
1.9,2.5,TRUE,TRUE,1,"SSP2_4_5",1.9,2.5,TRUE,TRUE,1,"SSP2_4_5",38.679316706187,0.00741848785425166,4
1.9,2.5,TRUE,TRUE,1,"SSP3_7_0",1.9,2.5,TRUE,TRUE,1,"SSP3_7_0",37.679240383947,0.0238752938181383,4
1.9,2.5,TRUE,TRUE,1,"SSP5_8_5",1.9,2.5,TRUE,TRUE,1,"SSP5_8_5",36.6728988353061,0.0305759203460454,4
2.05,1,TRUE,TRUE,1,"SSP1_1_9",2.05,1,TRUE,TRUE,1,"SSP1_1_9",36.591503445408,0.000535642646838584,3
2.05,1,TRUE,TRUE,1,"SSP1_2_6",2.05,1,TRUE,TRUE,1,"SSP1_2_6",33.4846847394152,0.03912861278076,4
2.05,1,TRUE,TRUE,1,"SSP2_4_5",2.05,1,TRUE,TRUE,1,"SSP2_4_5",31.3204981467799,0.0997376731965219,3
2.05,1,TRUE,TRUE,1,"SSP3_7_0",2.05,1,TRUE,TRUE,1,"SSP3_7_0",26.0133475332731,0.112422408283446,4
2.05,1,TRUE,TRUE,1,"SSP5_8_5",2.05,1,TRUE,TRUE,1,"SSP5_8_5",22.6706191982163,0.110077323864601,4
2.05,1.15,TRUE,TRUE,1,"SSP1_1_9",2.05,1.15,TRUE,TRUE,1,"SSP1_1_9",37.3021597281857,0.000519589822354278,3
2.05,1.15,TRUE,TRUE,1,"SSP1_2_6",2.05,1.15,TRUE,TRUE,1,"SSP1_2_6",35.4748398296371,0.000540376107135515,4
2.05,1.15,TRUE,TRUE,1,"SSP2_4_5",2.05,1.15,TRUE,TRUE,1,"SSP2_4_5",32.6896187241602,0.114336407743364,3
2.05,1.15,TRUE,TRUE,1,"SSP3_7_0",2.05,1.15,TRUE,TRUE,1,"SSP3_7_0",27.4523518592719,0.123254630668574,4
2.05,1.15,TRUE,TRUE,1,"SSP5_8_5",2.05,1.15,TRUE,TRUE,1,"SSP5_8_5",23.9426608340954,0.122112658692467,4
2.05,1.3,TRUE,TRUE,1,"SSP1_1_9",2.05,1.3,TRUE,TRUE,1,"SSP1_1_9",37.6607200377192,0.0018146658320381,3
2.05,1.3,TRUE,TRUE,1,"SSP1_2_6",2.05,1.3,TRUE,TRUE,1,"SSP1_2_6",36.9445488602798,0.0017978832662865,4
2.05,1.3,TRUE,TRUE,1,"SSP2_4_5",2.05,1.3,TRUE,TRUE,1,"SSP2_4_5",33.6787970015159,0.128809587108629,3
2.05,1.3,TRUE,TRUE,1,"SSP3_7_0",2.05,1.3,TRUE,TRUE,1,"SSP3_7_0",28.8701182337565,0.132515886596129,4
2.05,1.3,TRUE,TRUE,1,"SSP5_8_5",2.05,1.3,TRUE,TRUE,1,"SSP5_8_5",25.1651039778351,0.133116825714244,4
2.05,1.45,TRUE,TRUE,1,"SSP1_1_9",2.05,1.45,TRUE,TRUE,1,"SSP1_1_9",37.9018910603233,0.00431495485597302,3
2.05,1.45,TRUE,TRUE,1,"SSP1_2_6",2.05,1.45,TRUE,TRUE,1,"SSP1_2_6",37.5807481592966,0.00429988749501852,3
2.05,1.45,TRUE,TRUE,1,"SSP2_4_5",2.05,1.45,TRUE,TRUE,1,"SSP2_4_5",34.5050872917664,0.128825320420882,4
2.05,1.45,TRUE,TRUE,1,"SSP3_7_0",2.05,1.45,TRUE,TRUE,1,"SSP3_7_0",30.403255927471,0.142347306336374,4
2.05,1.45,TRUE,TRUE,1,"SSP5_8_5",2.05,1.45,TRUE,TRUE,1,"SSP5_8_5",26.528638193775,0.146947892308564,4
2.05,1.6,TRUE,TRUE,1,"SSP1_1_9",2.05,1.6,TRUE,TRUE,1,"SSP1_1_9",38.043647326473,0.00555001406845065,3
2.05,1.6,TRUE,TRUE,1,"SSP1_2_6",2.05,1.6,TRUE,TRUE,1,"SSP1_2_6",37.8775300387268,0.00589576360271064,4
2.05,1.6,TRUE,TRUE,1,"SSP2_4_5",2.05,1.6,TRUE,TRUE,1,"SSP2_4_5",35.2259342227472,0.0660255845352967,4
2.05,1.6,TRUE,TRUE,1,"SSP3_7_0",2.05,1.6,TRUE,TRUE,1,"SSP3_7_0",32.0288263999025,0.160228709324867,4
2.05,1.6,TRUE,TRUE,1,"SSP5_8_5",2.05,1.6,TRUE,TRUE,1,"SSP5_8_5",28.4076541520042,0.156686101663867,4
2.05,1.75,TRUE,TRUE,1,"SSP1_1_9",2.05,1.75,TRUE,TRUE,1,"SSP1_1_9",38.2957661577806,0.00706721677275834,4
2.05,1.75,TRUE,TRUE,1,"SSP1_2_6",2.05,1.75,TRUE,TRUE,1,"SSP1_2_6",38.1667604317145,0.0105721046147031,4
2.05,1.75,TRUE,TRUE,1,"SSP2_4_5",2.05,1.75,TRUE,TRUE,1,"SSP2_4_5",36.09217112211,0.0243613869253622,4
2.05,1.75,TRUE,TRUE,1,"SSP3_7_0",2.05,1.75,TRUE,TRUE,1,"SSP3_7_0",33.6466677318004,0.103432145851199,4
2.05,1.75,TRUE,TRUE,1,"SSP5_8_5",2.05,1.75,TRUE,TRUE,1,"SSP5_8_5",30.2457897342256,0.162863863827628,4
2.05,1.9,TRUE,TRUE,1,"SSP1_1_9",2.05,1.9,TRUE,TRUE,1,"SSP1_1_9",38.7800063743407,0.00723399550359325,4
2.05,1.9,TRUE,TRUE,1,"SSP1_2_6",2.05,1.9,TRUE,TRUE,1,"SSP1_2_6",38.4489686148843,0.0124446312748158,3
2.05,1.9,TRUE,TRUE,1,"SSP2_4_5",2.05,1.9,TRUE,TRUE,1,"SSP2_4_5",37.1101024545852,0.0157576169283777,4
2.05,1.9,TRUE,TRUE,1,"SSP3_7_0",2.05,1.9,TRUE,TRUE,1,"SSP3_7_0",34.9605349353518,0.0757538306831647,4
2.05,1.9,TRUE,TRUE,1,"SSP5_8_5",2.05,1.9,TRUE,TRUE,1,"SSP5_8_5",32.0951700382143,0.144564798188215,4
2.05,2.05,TRUE,TRUE,1,"SSP1_1_9",2.05,2.05,TRUE,TRUE,1,"SSP1_1_9",39.3360649992817,0.000736978316075443,2
2.05,2.05,TRUE,TRUE,1,"SSP1_2_6",2.05,2.05,TRUE,TRUE,1,"SSP1_2_6",38.7958443256437,0.0106442194054542,4
2.05,2.05,TRUE,TRUE,1,"SSP2_4_5",2.05,2.05,TRUE,TRUE,1,"SSP2_4_5",37.921150761324,0.0146087850506929,4
2.05,2.05,TRUE,TRUE,1,"SSP3_7_0",2.05,2.05,TRUE,TRUE,1,"SSP3_7_0",35.9613416382482,0.0499913855704461,4
2.05,2.05,TRUE,TRUE,1,"SSP5_8_5",2.05,2.05,TRUE,TRUE,1,"SSP5_8_5",33.7933870643519,0.0622121935006789,4
2.05,2.2,TRUE,TRUE,1,"SSP1_1_9",2.05,2.2,TRUE,TRUE,1,"SSP1_1_9",39.7782744143488,0.000196582528323108,2
2.05,2.2,TRUE,TRUE,1,"SSP1_2_6",2.05,2.2,TRUE,TRUE,1,"SSP1_2_6",39.1056316925597,0.00628610137599605,4
2.05,2.2,TRUE,TRUE,1,"SSP2_4_5",2.05,2.2,TRUE,TRUE,1,"SSP2_4_5",38.4105573654438,0.0178599670802349,4
2.05,2.2,TRUE,TRUE,1,"SSP3_7_0",2.05,2.2,TRUE,TRUE,1,"SSP3_7_0",36.8589835105492,0.0324630868173492,4
2.05,2.2,TRUE,TRUE,1,"SSP5_8_5",2.05,2.2,TRUE,TRUE,1,"SSP5_8_5",35.2523880419021,0.0461088451220793,4
2.05,2.35,TRUE,TRUE,1,"SSP1_1_9",2.05,2.35,TRUE,TRUE,1,"SSP1_1_9",39.9977995366425,0.00013049369726253,2
2.05,2.35,TRUE,TRUE,1,"SSP1_2_6",2.05,2.35,TRUE,TRUE,1,"SSP1_2_6",39.410593795532,0.00405220640050866,4
2.05,2.35,TRUE,TRUE,1,"SSP2_4_5",2.05,2.35,TRUE,TRUE,1,"SSP2_4_5",38.7265662653726,0.0147545989230397,4
2.05,2.35,TRUE,TRUE,1,"SSP3_7_0",2.05,2.35,TRUE,TRUE,1,"SSP3_7_0",37.5107528124022,0.0296647788046551,4
2.05,2.35,TRUE,TRUE,1,"SSP5_8_5",2.05,2.35,TRUE,TRUE,1,"SSP5_8_5",36.2611161224491,0.0427512706988485,4
2.05,2.5,TRUE,TRUE,1,"SSP1_1_9",2.05,2.5,TRUE,TRUE,1,"SSP1_1_9",40.0888509554516,0.000118497884490977,2
2.05,2.5,TRUE,TRUE,1,"SSP1_2_6",2.05,2.5,TRUE,TRUE,1,"SSP1_2_6",39.5811066525443,0.00281573222710621,4
2.05,2.5,TRUE,TRUE,1,"SSP2_4_5",2.05,2.5,TRUE,TRUE,1,"SSP2_4_5",38.9190272410648,0.0102775411859719,4
2.05,2.5,TRUE,TRUE,1,"SSP3_7_0",2.05,2.5,TRUE,TRUE,1,"SSP3_7_0",37.8601126221515,0.0228983408318248,4
2.05,2.5,TRUE,TRUE,1,"SSP5_8_5",2.05,2.5,TRUE,TRUE,1,"SSP5_8_5",36.7961607795453,0.0339140336329709,4
2.2,1,TRUE,TRUE,1,"SSP1_1_9",2.2,1,TRUE,TRUE,1,"SSP1_1_9",36.5939009464156,0.000535370161262327,3
2.2,1,TRUE,TRUE,1,"SSP1_2_6",2.2,1,TRUE,TRUE,1,"SSP1_2_6",33.4676177868281,0.0404108544251807,4
2.2,1,TRUE,TRUE,1,"SSP2_4_5",2.2,1,TRUE,TRUE,1,"SSP2_4_5",31.3098262829257,0.0996866767755425,3
2.2,1,TRUE,TRUE,1,"SSP3_7_0",2.2,1,TRUE,TRUE,1,"SSP3_7_0",26.000820486204,0.112419239041569,4
2.2,1,TRUE,TRUE,1,"SSP5_8_5",2.2,1,TRUE,TRUE,1,"SSP5_8_5",22.6612593096362,0.110096770835842,4
2.2,1.15,TRUE,TRUE,1,"SSP1_1_9",2.2,1.15,TRUE,TRUE,1,"SSP1_1_9",37.3034950010917,0.000519392310581964,3
2.2,1.15,TRUE,TRUE,1,"SSP1_2_6",2.2,1.15,TRUE,TRUE,1,"SSP1_2_6",35.4644832732867,0.000538823657354685,4
2.2,1.15,TRUE,TRUE,1,"SSP2_4_5",2.2,1.15,TRUE,TRUE,1,"SSP2_4_5",32.6797864554919,0.114245151276767,3
2.2,1.15,TRUE,TRUE,1,"SSP3_7_0",2.2,1.15,TRUE,TRUE,1,"SSP3_7_0",27.4314683177407,0.123296816240293,4
2.2,1.15,TRUE,TRUE,1,"SSP5_8_5",2.2,1.15,TRUE,TRUE,1,"SSP5_8_5",23.9263955458278,0.122132937108187,4
2.2,1.3,TRUE,TRUE,1,"SSP1_1_9",2.2,1.3,TRUE,TRUE,1,"SSP1_1_9",37.6619098765194,0.00179689846018923,3
2.2,1.3,TRUE,TRUE,1,"SSP1_2_6",2.2,1.3,TRUE,TRUE,1,"SSP1_2_6",36.9384661261835,0.00178693415712821,4
2.2,1.3,TRUE,TRUE,1,"SSP2_4_5",2.2,1.3,TRUE,TRUE,1,"SSP2_4_5",33.6720728451386,0.128707713023212,3
2.2,1.3,TRUE,TRUE,1,"SSP3_7_0",2.2,1.3,TRUE,TRUE,1,"SSP3_7_0",28.8283260987472,0.132705691143766,4
2.2,1.3,TRUE,TRUE,1,"SSP5_8_5",2.2,1.3,TRUE,TRUE,1,"SSP5_8_5",25.124633741131,0.13206787955949,4
2.2,1.45,TRUE,TRUE,1,"SSP1_1_9",2.2,1.45,TRUE,TRUE,1,"SSP1_1_9",37.9042500004987,0.00429526697545157,3
2.2,1.45,TRUE,TRUE,1,"SSP1_2_6",2.2,1.45,TRUE,TRUE,1,"SSP1_2_6",37.583455791834,0.00427909267485303,3
2.2,1.45,TRUE,TRUE,1,"SSP2_4_5",2.2,1.45,TRUE,TRUE,1,"SSP2_4_5",34.4820585070071,0.140421569142612,4
2.2,1.45,TRUE,TRUE,1,"SSP3_7_0",2.2,1.45,TRUE,TRUE,1,"SSP3_7_0",30.2241452905564,0.142389420152304,4
2.2,1.45,TRUE,TRUE,1,"SSP5_8_5",2.2,1.45,TRUE,TRUE,1,"SSP5_8_5",26.3345608009296,0.143306993685617,4
2.2,1.6,TRUE,TRUE,1,"SSP1_1_9",2.2,1.6,TRUE,TRUE,1,"SSP1_1_9",38.0460056657595,0.00592726065101636,4
2.2,1.6,TRUE,TRUE,1,"SSP1_2_6",2.2,1.6,TRUE,TRUE,1,"SSP1_2_6",37.8827087283626,0.00591583800952206,4
2.2,1.6,TRUE,TRUE,1,"SSP2_4_5",2.2,1.6,TRUE,TRUE,1,"SSP2_4_5",35.1757498351844,0.0837244119429888,4
2.2,1.6,TRUE,TRUE,1,"SSP3_7_0",2.2,1.6,TRUE,TRUE,1,"SSP3_7_0",31.6401065166088,0.154763733475858,3
2.2,1.6,TRUE,TRUE,1,"SSP5_8_5",2.2,1.6,TRUE,TRUE,1,"SSP5_8_5",27.6013012588684,0.150680753019074,4
2.2,1.75,TRUE,TRUE,1,"SSP1_1_9",2.2,1.75,TRUE,TRUE,1,"SSP1_1_9",38.2874549062185,0.0102311867946406,4
2.2,1.75,TRUE,TRUE,1,"SSP1_2_6",2.2,1.75,TRUE,TRUE,1,"SSP1_2_6",38.1751442448815,0.0106456716496464,4
2.2,1.75,TRUE,TRUE,1,"SSP2_4_5",2.2,1.75,TRUE,TRUE,1,"SSP2_4_5",36.0085306359537,0.0377284109598275,4
2.2,1.75,TRUE,TRUE,1,"SSP3_7_0",2.2,1.75,TRUE,TRUE,1,"SSP3_7_0",33.2009662069697,0.121326909121596,4
2.2,1.75,TRUE,TRUE,1,"SSP5_8_5",2.2,1.75,TRUE,TRUE,1,"SSP5_8_5",29.4365850431358,0.162992218104964,4
2.2,1.9,TRUE,TRUE,1,"SSP1_1_9",2.2,1.9,TRUE,TRUE,1,"SSP1_1_9",38.7851876197055,0.00935400632710042,2
2.2,1.9,TRUE,TRUE,1,"SSP1_2_6",2.2,1.9,TRUE,TRUE,1,"SSP1_2_6",38.4554995915164,0.016386369628965,3
2.2,1.9,TRUE,TRUE,1,"SSP2_4_5",2.2,1.9,TRUE,TRUE,1,"SSP2_4_5",36.9399197378774,0.017258395491791,4
2.2,1.9,TRUE,TRUE,1,"SSP3_7_0",2.2,1.9,TRUE,TRUE,1,"SSP3_7_0",34.6352291436394,0.09517662274938,4
2.2,1.9,TRUE,TRUE,1,"SSP5_8_5",2.2,1.9,TRUE,TRUE,1,"SSP5_8_5",31.2230321945308,0.166463423433446,4
2.2,2.05,TRUE,TRUE,1,"SSP1_1_9",2.2,2.05,TRUE,TRUE,1,"SSP1_1_9",39.4712693627604,-2.52021241303848e-15,2
2.2,2.05,TRUE,TRUE,1,"SSP1_2_6",2.2,2.05,TRUE,TRUE,1,"SSP1_2_6",38.7771253167826,0.0150809492635211,4
2.2,2.05,TRUE,TRUE,1,"SSP2_4_5",2.2,2.05,TRUE,TRUE,1,"SSP2_4_5",37.9088936291573,0.0212213288960942,4
2.2,2.05,TRUE,TRUE,1,"SSP3_7_0",2.2,2.05,TRUE,TRUE,1,"SSP3_7_0",35.7306399187073,0.0672825705140148,4
2.2,2.05,TRUE,TRUE,1,"SSP5_8_5",2.2,2.05,TRUE,TRUE,1,"SSP5_8_5",32.9907579117508,0.12153090878309,4
2.2,2.2,TRUE,TRUE,1,"SSP1_1_9",2.2,2.2,TRUE,TRUE,1,"SSP1_1_9",39.9695245089533,0,2
2.2,2.2,TRUE,TRUE,1,"SSP1_2_6",2.2,2.2,TRUE,TRUE,1,"SSP1_2_6",39.1407883271995,0.00677098695565199,3
2.2,2.2,TRUE,TRUE,1,"SSP2_4_5",2.2,2.2,TRUE,TRUE,1,"SSP2_4_5",38.4563582834677,0.0218541458693946,4
2.2,2.2,TRUE,TRUE,1,"SSP3_7_0",2.2,2.2,TRUE,TRUE,1,"SSP3_7_0",36.5939172205671,0.0449050588176779,4
2.2,2.2,TRUE,TRUE,1,"SSP5_8_5",2.2,2.2,TRUE,TRUE,1,"SSP5_8_5",34.5413691572819,0.0639665215905173,4
2.2,2.35,TRUE,TRUE,1,"SSP1_1_9",2.2,2.35,TRUE,TRUE,1,"SSP1_1_9",40.1950313544459,0,2
2.2,2.35,TRUE,TRUE,1,"SSP1_2_6",2.2,2.35,TRUE,TRUE,1,"SSP1_2_6",39.5632931571452,0.00193823247342228,3
2.2,2.35,TRUE,TRUE,1,"SSP2_4_5",2.2,2.35,TRUE,TRUE,1,"SSP2_4_5",38.8221578432815,0.0185650227293105,4
2.2,2.35,TRUE,TRUE,1,"SSP3_7_0",2.2,2.35,TRUE,TRUE,1,"SSP3_7_0",37.3791829583693,0.0302917397095481,4
2.2,2.35,TRUE,TRUE,1,"SSP5_8_5",2.2,2.35,TRUE,TRUE,1,"SSP5_8_5",35.8393270757435,0.0444940449731817,4
2.2,2.5,TRUE,TRUE,1,"SSP1_1_9",2.2,2.5,TRUE,TRUE,1,"SSP1_1_9",40.2965841812304,0,2
2.2,2.5,TRUE,TRUE,1,"SSP1_2_6",2.2,2.5,TRUE,TRUE,1,"SSP1_2_6",39.8110229620963,0.00119969662216112,4
2.2,2.5,TRUE,TRUE,1,"SSP2_4_5",2.2,2.5,TRUE,TRUE,1,"SSP2_4_5",39.0636582783718,0.0136480863551528,4
2.2,2.5,TRUE,TRUE,1,"SSP3_7_0",2.2,2.5,TRUE,TRUE,1,"SSP3_7_0",37.9376104070258,0.0226661070373018,4
2.2,2.5,TRUE,TRUE,1,"SSP5_8_5",2.2,2.5,TRUE,TRUE,1,"SSP5_8_5",36.7364905696952,0.0395105123230187,4
2.35,1,TRUE,TRUE,1,"SSP1_1_9",2.35,1,TRUE,TRUE,1,"SSP1_1_9",36.5943677154948,0.000535222794274505,3
2.35,1,TRUE,TRUE,1,"SSP1_2_6",2.35,1,TRUE,TRUE,1,"SSP1_2_6",33.4645908162014,0.0412694442512735,4
2.35,1,TRUE,TRUE,1,"SSP2_4_5",2.35,1,TRUE,TRUE,1,"SSP2_4_5",31.3049203992603,0.0997026305121942,3
2.35,1,TRUE,TRUE,1,"SSP3_7_0",2.35,1,TRUE,TRUE,1,"SSP3_7_0",25.9995290612794,0.112429788753907,4
2.35,1,TRUE,TRUE,1,"SSP5_8_5",2.35,1,TRUE,TRUE,1,"SSP5_8_5",22.6575735457519,0.110079685124188,4
2.35,1.15,TRUE,TRUE,1,"SSP1_1_9",2.35,1.15,TRUE,TRUE,1,"SSP1_1_9",37.3042484419809,0.000519314927835386,3
2.35,1.15,TRUE,TRUE,1,"SSP1_2_6",2.35,1.15,TRUE,TRUE,1,"SSP1_2_6",35.4657635829404,0.000538734546792243,4
2.35,1.15,TRUE,TRUE,1,"SSP2_4_5",2.35,1.15,TRUE,TRUE,1,"SSP2_4_5",32.6739176321801,0.114230401382204,3
2.35,1.15,TRUE,TRUE,1,"SSP3_7_0",2.35,1.15,TRUE,TRUE,1,"SSP3_7_0",27.4227734372281,0.123431232344147,4
2.35,1.15,TRUE,TRUE,1,"SSP5_8_5",2.35,1.15,TRUE,TRUE,1,"SSP5_8_5",23.9168697643293,0.1218963180982,4
2.35,1.3,TRUE,TRUE,1,"SSP1_1_9",2.35,1.3,TRUE,TRUE,1,"SSP1_1_9",37.6622500876566,0.00179287536288581,3
2.35,1.3,TRUE,TRUE,1,"SSP1_2_6",2.35,1.3,TRUE,TRUE,1,"SSP1_2_6",36.9361006121155,0.00177938292104242,4
2.35,1.3,TRUE,TRUE,1,"SSP2_4_5",2.35,1.3,TRUE,TRUE,1,"SSP2_4_5",33.6680771096371,0.128680746336452,3
2.35,1.3,TRUE,TRUE,1,"SSP3_7_0",2.35,1.3,TRUE,TRUE,1,"SSP3_7_0",28.8074613557431,0.132768379320793,4
2.35,1.3,TRUE,TRUE,1,"SSP5_8_5",2.35,1.3,TRUE,TRUE,1,"SSP5_8_5",25.1092002507566,0.131936824793469,4
2.35,1.45,TRUE,TRUE,1,"SSP1_1_9",2.35,1.45,TRUE,TRUE,1,"SSP1_1_9",37.904307729674,0.00427364344884445,3
2.35,1.45,TRUE,TRUE,1,"SSP1_2_6",2.35,1.45,TRUE,TRUE,1,"SSP1_2_6",37.5841529399005,0.00426477976291248,4
2.35,1.45,TRUE,TRUE,1,"SSP2_4_5",2.35,1.45,TRUE,TRUE,1,"SSP2_4_5",34.4666086316907,0.143552181902861,3
2.35,1.45,TRUE,TRUE,1,"SSP3_7_0",2.35,1.45,TRUE,TRUE,1,"SSP3_7_0",30.1741958310325,0.142436643559794,4
2.35,1.45,TRUE,TRUE,1,"SSP5_8_5",2.35,1.45,TRUE,TRUE,1,"SSP5_8_5",26.2911993482618,0.142398115435358,4
2.35,1.6,TRUE,TRUE,1,"SSP1_1_9",2.35,1.6,TRUE,TRUE,1,"SSP1_1_9",38.04835447383,0.00596159519339577,4
2.35,1.6,TRUE,TRUE,1,"SSP1_2_6",2.35,1.6,TRUE,TRUE,1,"SSP1_2_6",37.8850583435669,0.00593372855136875,4
2.35,1.6,TRUE,TRUE,1,"SSP2_4_5",2.35,1.6,TRUE,TRUE,1,"SSP2_4_5",35.143198261791,0.0933915586141941,4
2.35,1.6,TRUE,TRUE,1,"SSP3_7_0",2.35,1.6,TRUE,TRUE,1,"SSP3_7_0",31.4779749787412,0.15704065931155,4
2.35,1.6,TRUE,TRUE,1,"SSP5_8_5",2.35,1.6,TRUE,TRUE,1,"SSP5_8_5",27.4207967038626,0.15070277966693,4
2.35,1.75,TRUE,TRUE,1,"SSP1_1_9",2.35,1.75,TRUE,TRUE,1,"SSP1_1_9",38.2886514849422,0.0134571461843423,4
2.35,1.75,TRUE,TRUE,1,"SSP1_2_6",2.35,1.75,TRUE,TRUE,1,"SSP1_2_6",38.1814012076353,0.0107258229830314,4
2.35,1.75,TRUE,TRUE,1,"SSP2_4_5",2.35,1.75,TRUE,TRUE,1,"SSP2_4_5",35.9455134943241,0.0494507960837472,4
2.35,1.75,TRUE,TRUE,1,"SSP3_7_0",2.35,1.75,TRUE,TRUE,1,"SSP3_7_0",32.9026073476741,0.164566601037962,3
2.35,1.75,TRUE,TRUE,1,"SSP5_8_5",2.35,1.75,TRUE,TRUE,1,"SSP5_8_5",28.7249832446963,0.158394290489401,4
2.35,1.9,TRUE,TRUE,1,"SSP1_1_9",2.35,1.9,TRUE,TRUE,1,"SSP1_1_9",38.7852501731982,0.00890022559816411,2
2.35,1.9,TRUE,TRUE,1,"SSP1_2_6",2.35,1.9,TRUE,TRUE,1,"SSP1_2_6",38.4669511051963,0.0120700568228653,4
2.35,1.9,TRUE,TRUE,1,"SSP2_4_5",2.35,1.9,TRUE,TRUE,1,"SSP2_4_5",36.8139916675771,0.0227190618841128,4
2.35,1.9,TRUE,TRUE,1,"SSP3_7_0",2.35,1.9,TRUE,TRUE,1,"SSP3_7_0",34.2912561628318,0.115392873774556,4
2.35,1.9,TRUE,TRUE,1,"SSP5_8_5",2.35,1.9,TRUE,TRUE,1,"SSP5_8_5",30.4443835150793,0.169274007919985,4
