"delta_t_crit_r","delta_t_crit_K","sigmoid_bool_r","sigmoid_bool_K","DEP_EFFECT","scen","max_value","test_value","experiment","scen_test"
2.5,1.5,TRUE,TRUE,1,"SSP1_1_9",54.9152730177233,54.7505606312068,"experiment3","best non-adaptive"
1,2,TRUE,TRUE,1,"SSP1_1_9",55.0275864497898,54.0398791279114,"experiment3","best non-adaptive"
1.5,2,TRUE,TRUE,1,"SSP1_1_9",56.0756558209029,54.8157591128739,"experiment3","best non-adaptive"
2,2,TRUE,TRUE,1,"SSP1_1_9",56.5231064403388,54.8605144041843,"experiment3","best non-adaptive"
2.5,2,TRUE,TRUE,1,"SSP1_1_9",56.7883857619979,54.8629577626185,"experiment3","best non-adaptive"
1,2.5,TRUE,TRUE,1,"SSP1_1_9",55.0656970343153,54.048968064502,"experiment3","best non-adaptive"
1.5,2.5,TRUE,TRUE,1,"SSP1_1_9",56.3689784242143,54.8218240642673,"experiment3","best non-adaptive"
2,2.5,TRUE,TRUE,1,"SSP1_1_9",57.9037200520287,54.8677105003446,"experiment3","best non-adaptive"
2.5,2.5,TRUE,TRUE,1,"SSP1_1_9",58.6108880912831,54.8820335948387,"experiment3","best non-adaptive"
1,1,TRUE,TRUE,1,"SSP1_2_6",48.8124105441314,48.8124105441314,"experiment3","best non-adaptive"
1.5,1,TRUE,TRUE,1,"SSP1_2_6",47.6422401907219,46.3663958815655,"experiment3","best non-adaptive"
2,1,TRUE,TRUE,1,"SSP1_2_6",47.4950089859127,44.8550422844492,"experiment3","best non-adaptive"
2.5,1,TRUE,TRUE,1,"SSP1_2_6",47.4557870603675,44.5860898984498,"experiment3","best non-adaptive"
1,1.5,TRUE,TRUE,1,"SSP1_2_6",53.084998167359,51.8566711757458,"experiment3","best non-adaptive"
1.5,1.5,TRUE,TRUE,1,"SSP1_2_6",54.2959169034324,52.7459774281674,"experiment3","best non-adaptive"
2,1.5,TRUE,TRUE,1,"SSP1_2_6",54.4569458781232,52.8336045575786,"experiment3","best non-adaptive"
2.5,1.5,TRUE,TRUE,1,"SSP1_2_6",54.469835623835,52.8391283855601,"experiment3","best non-adaptive"
1,2,TRUE,TRUE,1,"SSP1_2_6",53.6813831241044,52.1155141732641,"experiment3","best non-adaptive"
1.5,2,TRUE,TRUE,1,"SSP1_2_6",55.6114466064883,53.1732823635718,"experiment3","best non-adaptive"
2,2,TRUE,TRUE,1,"SSP1_2_6",55.8412163528927,53.3273168792661,"experiment3","best non-adaptive"
2.5,2,TRUE,TRUE,1,"SSP1_2_6",55.7444828344389,53.3341287497824,"experiment3","best non-adaptive"
1,2.5,TRUE,TRUE,1,"SSP1_2_6",53.7299250768418,52.1380108882116,"experiment3","best non-adaptive"
1.5,2.5,TRUE,TRUE,1,"SSP1_2_6",55.9513500772862,53.2024072614534,"experiment3","best non-adaptive"
2,2.5,TRUE,TRUE,1,"SSP1_2_6",57.0458729735422,53.3437316020965,"experiment3","best non-adaptive"
2.5,2.5,TRUE,TRUE,1,"SSP1_2_6",58.0542613680567,53.356381701168,"experiment3","best non-adaptive"
1,1,TRUE,TRUE,1,"SSP2_4_5",45.0757914171424,44.6298840385162,"experiment3","best non-adaptive"
1.5,1,TRUE,TRUE,1,"SSP2_4_5",43.8857794469227,43.8857794469227,"experiment3","best non-adaptive"
2,1,TRUE,TRUE,1,"SSP2_4_5",43.4264652082994,43.3849678289935,"experiment3","best non-adaptive"
2.5,1,TRUE,TRUE,1,"SSP2_4_5",43.3783452769894,43.3325426297211,"experiment3","best non-adaptive"
1,1.5,TRUE,TRUE,1,"SSP2_4_5",50.6327750438596,46.3852611236447,"experiment3","best non-adaptive"
1.5,1.5,TRUE,TRUE,1,"SSP2_4_5",49.5835347197775,47.1200046811585,"experiment3","best non-adaptive"
2,1.5,TRUE,TRUE,1,"SSP2_4_5",49.0268492736996,47.1717722728093,"experiment3","best non-adaptive"
2.5,1.5,TRUE,TRUE,1,"SSP2_4_5",48.8966953256317,47.142404448507,"experiment3","best non-adaptive"
1,2,TRUE,TRUE,1,"SSP2_4_5",51.5455648638009,46.5253293957827,"experiment3","best non-adaptive"
1.5,2,TRUE,TRUE,1,"SSP2_4_5",53.2748907246901,47.3304904372285,"experiment3","best non-adaptive"
2,2,TRUE,TRUE,1,"SSP2_4_5",53.9173367351703,47.4290197931436,"experiment3","best non-adaptive"
2.5,2,TRUE,TRUE,1,"SSP2_4_5",53.1078674501334,47.4348672955791,"experiment3","best non-adaptive"
1,2.5,TRUE,TRUE,1,"SSP2_4_5",51.6323278158559,46.5360487553946,"experiment3","best non-adaptive"
1.5,2.5,TRUE,TRUE,1,"SSP2_4_5",53.8813001393841,47.3453689487338,"experiment3","best non-adaptive"
2,2.5,TRUE,TRUE,1,"SSP2_4_5",55.8512641427871,47.4433183271318,"experiment3","best non-adaptive"
2.5,2.5,TRUE,TRUE,1,"SSP2_4_5",56.307965667076,47.458792905427,"experiment3","best non-adaptive"
1,1,TRUE,TRUE,1,"SSP3_7_0",40.230237012741,39.7680608228833,"experiment3","best non-adaptive"
1.5,1,TRUE,TRUE,1,"SSP3_7_0",34.8669265212516,34.7953445091325,"experiment3","best non-adaptive"
2,1,TRUE,TRUE,1,"SSP3_7_0",33.156209646691,33.1562096508543,"experiment3","best non-adaptive"
2.5,1,TRUE,TRUE,1,"SSP3_7_0",33.120912526752,33.1208483020579,"experiment3","best non-adaptive"
1,1.5,TRUE,TRUE,1,"SSP3_7_0",48.6456562473852,44.8902347443213,"experiment3","best non-adaptive"
1.5,1.5,TRUE,TRUE,1,"SSP3_7_0",45.7726060528738,44.0388056166521,"experiment3","best non-adaptive"
2,1.5,TRUE,TRUE,1,"SSP3_7_0",41.7719222518254,39.9833508192153,"experiment3","best non-adaptive"
2.5,1.5,TRUE,TRUE,1,"SSP3_7_0",40.660172261936,39.0204757095035,"experiment3","best non-adaptive"
1,2,TRUE,TRUE,1,"SSP3_7_0",49.8244159199094,45.3573800928374,"experiment3","best non-adaptive"
1.5,2,TRUE,TRUE,1,"SSP3_7_0",51.5050609015358,46.7311212779276,"experiment3","best non-adaptive"
2,2,TRUE,TRUE,1,"SSP3_7_0",50.1627165989835,45.6277165880373,"experiment3","best non-adaptive"
2.5,2,TRUE,TRUE,1,"SSP3_7_0",48.3391904624178,42.2844411423138,"experiment3","best non-adaptive"
1,2.5,TRUE,TRUE,1,"SSP3_7_0",49.9371772466502,45.3962926330047,"experiment3","best non-adaptive"
1.5,2.5,TRUE,TRUE,1,"SSP3_7_0",52.3351124810056,46.9648576564225,"experiment3","best non-adaptive"
2,2.5,TRUE,TRUE,1,"SSP3_7_0",53.8759380145551,47.3608517349696,"experiment3","best non-adaptive"
2.5,2.5,TRUE,TRUE,1,"SSP3_7_0",53.3356159600686,46.0960586496561,"experiment3","best non-adaptive"
1,1,TRUE,TRUE,1,"SSP5_8_5",36.6411253414504,35.8642037504691,"experiment3","best non-adaptive"
1.5,1,TRUE,TRUE,1,"SSP5_8_5",29.7691565884413,29.7691565884413,"experiment3","best non-adaptive"
2,1,TRUE,TRUE,1,"SSP5_8_5",27.7302671450572,27.683911405551,"experiment3","best non-adaptive"
2.5,1,TRUE,TRUE,1,"SSP5_8_5",27.6992601942393,27.6498573867408,"experiment3","best non-adaptive"
1,1.5,TRUE,TRUE,1,"SSP5_8_5",46.7554118968162,42.5979092689447,"experiment3","best non-adaptive"
1.5,1.5,TRUE,TRUE,1,"SSP5_8_5",41.5847978657536,39.862157327731,"experiment3","best non-adaptive"
2,1.5,TRUE,TRUE,1,"SSP5_8_5",35.2916419682267,34.0928457677425,"experiment3","best non-adaptive"
2.5,1.5,TRUE,TRUE,1,"SSP5_8_5",33.7044074080218,32.3902149076766,"experiment3","best non-adaptive"
1,2,TRUE,TRUE,1,"SSP5_8_5",48.1504689245374,43.3365029798033,"experiment3","best non-adaptive"
1.5,2,TRUE,TRUE,1,"SSP5_8_5",49.5318787410385,44.7697647576884,"experiment3","best non-adaptive"
2,2,TRUE,TRUE,1,"SSP5_8_5",46.1226144827096,42.5129505440974,"experiment3","best non-adaptive"
2.5,2,TRUE,TRUE,1,"SSP5_8_5",40.7500955474699,37.4070718151911,"experiment3","best non-adaptive"
1,2.5,TRUE,TRUE,1,"SSP5_8_5",48.2893637392202,43.3995889971429,"experiment3","best non-adaptive"
1.5,2.5,TRUE,TRUE,1,"SSP5_8_5",50.6015180375681,45.2565592551356,"experiment3","best non-adaptive"
2,2.5,TRUE,TRUE,1,"SSP5_8_5",52.0259593658122,46.0421351582645,"experiment3","best non-adaptive"
2.5,2.5,TRUE,TRUE,1,"SSP5_8_5",49.970207781153,43.9512837104675,"experiment3","best non-adaptive"
