0,1,0,2,0,0.95,0,13.5238585350788,2.5,1,TRUE,TRUE,1,SSP1_1_9,AM_85,experiment1
1,0.874,0.122470400501505,1.998,0.0446989708829856,1.69375025,0.10990144981919,13.5238585350788,2.5,1,TRUE,TRUE,1,SSP1_1_9,AM_85,experiment1
2,0.8282,0.149221402710962,1.996,0.0631505185092568,2.36113095,0.205236662568127,13.5238585350788,2.5,1,TRUE,TRUE,1,SSP1_1_9,AM_85,experiment1
3,0.7926,0.169747029588308,1.993,0.0834143750078963,2.9662683684375,0.29569409062073,13.5238585350788,2.5,1,TRUE,TRUE,1,SSP1_1_9,AM_85,experiment1
4,0.7702,0.180123303335255,1.993,0.0834143750078963,3.52381622295312,0.384869263825696,13.5238585350788,2.5,1,TRUE,TRUE,1,SSP1_1_9,AM_85,experiment1
5,0.7582,0.187851132677043,1.991,0.0944877131056093,4.04473909124453,0.471564104470254,13.5238585350788,2.5,1,TRUE,TRUE,1,SSP1_1_9,AM_85,experiment1
6,0.741,0.197022378977155,1.99,0.0995485304256668,4.52763933149336,0.555095338343418,13.5238585350788,2.5,1,TRUE,TRUE,1,SSP1_1_9,AM_85,experiment1
7,0.7307,0.197043995940847,1.989,0.104354635210372,4.97959450030903,0.632697757546012,13.5238585350788,2.5,1,TRUE,TRUE,1,SSP1_1_9,AM_85,experiment1
8,0.7234,0.196853222455695,1.988,0.108939744206914,5.40438260246342,0.705268787699692,13.5238585350788,2.5,1,TRUE,TRUE,1,SSP1_1_9,AM_85,experiment1
9,0.7207,0.19915112646222,1.987,0.113330683593826,5.8063446466211,0.772743743415316,13.5238585350788,2.5,1,TRUE,TRUE,1,SSP1_1_9,AM_85,experiment1
10,0.7161,0.197559661418569,1.986,0.117549214450024,6.18562054815105,0.836240065099353,13.5238585350788,2.5,1,TRUE,TRUE,1,SSP1_1_9,AM_85,experiment1
11,0.7178,0.208342426227993,1.984,0.125537881771837,6.54690530276229,0.896780208742865,13.5238585350788,2.5,1,TRUE,TRUE,1,SSP1_1_9,AM_85,experiment1
12,0.7132,0.207385555834462,1.984,0.125537881771837,6.88776444605988,0.954619678788936,13.5238585350788,2.5,1,TRUE,TRUE,1,SSP1_1_9,AM_85,experiment1
13,0.7061,0.20850963111153,1.984,0.125537881771837,7.20811813984087,1.00747914269182,13.5238585350788,2.5,1,TRUE,TRUE,1,SSP1_1_9,AM_85,experiment1
14,0.7098,0.220255470925179,1.983,0.129335717138491,7.51419149104591,1.06014124357804,13.5238585350788,2.5,1,TRUE,TRUE,1,SSP1_1_9,AM_85,experiment1
15,0.7007,0.217708306931332,1.983,0.129335717138491,7.80095602200597,1.10746662248704,13.5238585350788,2.5,1,TRUE,TRUE,1,SSP1_1_9,AM_85,experiment1
16,0.7007,0.216602000051769,1.982,0.133017644294634,8.07340323243478,1.15009900371089,13.5238585350788,2.5,1,TRUE,TRUE,1,SSP1_1_9,AM_85,experiment1
17,0.6995,0.219129568446998,1.982,0.133017644294634,8.33175142516001,1.19134954776609,13.5238585350788,2.5,1,TRUE,TRUE,1,SSP1_1_9,AM_85,experiment1
18,0.7034,0.215951557241607,1.982,0.133017644294634,8.57865388729886,1.22978046440142,13.5238585350788,2.5,1,TRUE,TRUE,1,SSP1_1_9,AM_85,experiment1
19,0.6948,0.216656179002354,1.982,0.133017644294634,8.81012824739806,1.26587309091367,13.5238585350788,2.5,1,TRUE,TRUE,1,SSP1_1_9,AM_85,experiment1
20,0.698,0.21832009450269,1.981,0.136593036636783,9.03113571477773,1.29869147252399,13.5238585350788,2.5,1,TRUE,TRUE,1,SSP1_1_9,AM_85,experiment1
21,0.6943,0.216157891908286,1.981,0.136593036636783,9.23989573467201,1.33048744115828,13.5238585350788,2.5,1,TRUE,TRUE,1,SSP1_1_9,AM_85,experiment1
22,0.6913,0.21559404164028,1.981,0.136593036636783,9.43729568296841,1.36073914849187,13.5238585350788,2.5,1,TRUE,TRUE,1,SSP1_1_9,AM_85,experiment1
23,0.6914,0.216501530971291,1.98,0.140070052543788,9.62486943220364,1.38933509049987,13.5238585350788,2.5,1,TRUE,TRUE,1,SSP1_1_9,AM_85,experiment1
24,0.6927,0.219510580371186,1.98,0.140070052543788,9.80342510042216,1.41535828161892,13.5238585350788,2.5,1,TRUE,TRUE,1,SSP1_1_9,AM_85,experiment1
25,0.6868,0.217607704627187,1.977,0.149978310076802,9.97153774468658,1.43934952964561,13.5238585350788,2.5,1,TRUE,TRUE,1,SSP1_1_9,AM_85,experiment1
26,0.6834,0.223683871735256,1.973,0.162164414398774,10.1304436556506,1.46181691779937,13.5238585350788,2.5,1,TRUE,TRUE,1,SSP1_1_9,AM_85,experiment1
