0,1,0.5,0,1,0,1,0,0,0,0,0,1,1
0,2,0.5,0,1,0,1,0,0,0,0,0,1,1
1,1,0.542,0.159143499102581,1.078,0.268440161377691,0.426,0.494988917104325,0.066,0.248530752765408,0.45,0,1,1
1,2,0.5468,0.14890973177208,1,0,0.474,0.499823616183338,0,0,0.45,0,1,1
2,1,0.5802,0.199568572752478,1.114,0.318129553524427,0.792,0.406283315267227,0.018,0.133084269715438,0.96734826,0.143820998876757,1,1
2,2,0.587,0.200427898969606,1,0,0.914,0.280644834347779,0,0,0.97304769,0.130928424713313,1,1
3,1,0.5966,0.222592756104372,1.184,0.387872259615919,0.77,0.421253973060954,0.01,0.0995983919516712,1.506940325397,0.306908933028219,1,1
3,2,0.601,0.227337556794866,1,0,0.946,0.226244055713053,0,0,1.514239435413,0.292037160543189,1,1
4,1,0.6134,0.237303742347786,1.266,0.442306760677567,0.71,0.454216496013191,0,0,2.06437306212444,0.48501281554861,1,1
4,2,0.5904,0.24647380931319,1,0,0.958,0.200790022826168,0,0,2.06777334202345,0.465935528327357,1,1
5,1,0.6136,0.264868553628782,1.326,0.469216718220179,0.636,0.481630497240097,0,0,2.64204193679613,0.661105625776322,1,1
5,2,0.5814,0.264222760818725,1,0,0.948,0.222249386004007,0,0,2.61005637457128,0.634775263318301,1,1
6,1,0.5858,0.268705722922051,1.388,0.487782598836259,0.564,0.496383716077768,0.07,0.255402546819415,3.22355109497031,0.843484234855455,1,1
6,2,0.5652,0.272649289877199,1,0,0.94,0.23772468540752,0,0,3.14378942796594,0.815193483162433,1,1
7,1,0.5714,0.27348057197266,1.432,0.495850517263965,0.516,0.500244429232306,0.208,0.406283315267227,3.77731871807423,1.02494154094277,1,1
7,2,0.5572,0.273491783260525,1,0,0.928,0.258746787032417,0,0,3.66167858568557,1.00096548851449,1,1
8,1,0.5484,0.279524073050658,1.478,0.500016031807109,0.46,0.498896578051185,0.322,0.467710922487414,4.3121441904475,1.21019907660747,1,1
8,2,0.5504,0.284502589525814,1,0,0.916,0.277665619752942,0,0,4.1721211329357,1.18400453696717,1,1
9,1,0.544,0.282814370101436,1.528,0.499715349836008,0.406,0.491576336482116,0.352,0.478072281368022,4.82103689302298,1.39677771921123,1,1
9,2,0.5324,0.282754558372736,1,0,0.91,0.286468372174858,0,0,4.67631759419544,1.37080692097852,1,1
10,1,0.5418,0.283396165770723,1.568,0.495850517263965,0.362,0.481060118566641,0.408,0.491955323256249,5.32668158517648,1.57990239632623,1,1
10,2,0.509,0.283513243992301,1,0,0.896,0.305566263653182,0,0,5.16277955943855,1.56231173608556,1,1
11,1,0.5188,0.281362559306598,1.62,0.485872559719704,0.31,0.462956431335206,0.466,0.499342252739283,5.82947851160109,1.7630741836283,1,1
11,2,0.4894,0.285991647508961,1,0,0.886,0.318129553524427,0,0,5.62651556827286,1.73634406139352,1,1
12,1,0.5266,0.293743102080781,1.65,0.477447286958097,0.278,0.448462079191704,0.436,0.496383716077768,6.30895077552191,1.93777128807482,1,1
12,2,0.4766,0.279335814019592,1,0,0.882,0.322931214252008,0,0,6.07112620300443,1.90606615797407,1,1
13,1,0.5218,0.291676035730807,1.684,0.465378506496182,0.242,0.428723229151896,0.488,0.500356586273084,6.79926201940794,2.13211640745993,1,1
13,2,0.4664,0.272800072873009,1,0,0.878,0.327613585375584,0,0,6.5031074883593,2.07161097238751,1,1
14,1,0.5044,0.298326393861738,1.716,0.451388417004703,0.208,0.406283315267227,0.522,0.500016031807109,7.28393150780317,2.32573281047154,1,1
14,2,0.4528,0.270552318626599,1,0,0.868,0.338829767320472,0,0,6.9250585677885,2.23233848107525,1,1
15,1,0.5096,0.299745784074005,1.736,0.441240735623477,0.188,0.391103469490742,0.654,0.476169586334427,7.75117687342191,2.51360435966959,1,1
15,2,0.433,0.269362417988198,1,0,0.854,0.353459853074534,0,0,7.33388578019351,2.38850555477241,1,1
