"Year","X5.","Mean","X95.","scenario"
2081,2.55568792264216,3.21831840136972,4.05352617337608,"SSP3_7_0"
2082,2.58302788317212,3.25436501212584,4.10391257138614,"SSP3_7_0"
2083,2.6116027362843,3.29317654974787,4.15741105811466,"SSP3_7_0"
2084,2.64027343000714,3.33233679407379,4.21317201064301,"SSP3_7_0"
2085,2.66891921881024,3.371378585299,4.26873612928413,"SSP3_7_0"
2086,2.69671778177784,3.40911871001579,4.32322465329132,"SSP3_7_0"
2087,2.72716813108937,3.44835806737165,4.37756429328615,"SSP3_7_0"
2088,2.76014496585477,3.48969721371523,4.43239414443737,"SSP3_7_0"
2089,2.78999785165132,3.52951652416466,4.4842337660193,"SSP3_7_0"
2090,2.82043441284666,3.56762871086941,4.54113601703178,"SSP3_7_0"
2091,2.84746452851883,3.60635765934793,4.59560618918265,"SSP3_7_0"
2092,2.8763823745708,3.64537613656772,4.649576731316,"SSP3_7_0"
2093,2.90434747258261,3.68424377285249,4.70416549900332,"SSP3_7_0"
2094,2.93224713382296,3.72122885928359,4.75839778691346,"SSP3_7_0"
2095,2.95968471825325,3.75845168321596,4.81213796354546,"SSP3_7_0"
2096,2.98687518162869,3.79647213702936,4.86717256530755,"SSP3_7_0"
2097,3.01403705127976,3.83512364906916,4.92207523629288,"SSP3_7_0"
2098,3.04039235992474,3.87238348037829,4.97558831571363,"SSP3_7_0"
2099,3.06645689320595,3.90872306547346,5.02786293121447,"SSP3_7_0"
2015,1.02088484995096,1.11008761335391,1.2144647756989,"SSP5_8_5"
2016,1.04053454865484,1.13682979463729,1.25105003956026,"SSP5_8_5"
2017,1.06093297661717,1.16613880121318,1.28902333480342,"SSP5_8_5"
2018,1.0792720995838,1.1952751851349,1.32955864171263,"SSP5_8_5"
2019,1.09917878212352,1.22385784356077,1.37385731071307,"SSP5_8_5"
2020,1.12056668907397,1.25372695025947,1.41505958346909,"SSP5_8_5"
2021,1.14297241151824,1.28347013180317,1.45678177106822,"SSP5_8_5"
2022,1.16505436623525,1.31598198613145,1.50133811448421,"SSP5_8_5"
2023,1.18642786871007,1.34679997367966,1.53898408463074,"SSP5_8_5"
2024,1.20525800668825,1.37680334150879,1.58149407276705,"SSP5_8_5"
2025,1.22414643707267,1.40963853117141,1.62623650781063,"SSP5_8_5"
2026,1.24700661052841,1.44187780586913,1.66799999405406,"SSP5_8_5"
2027,1.27112057403433,1.47521251392188,1.71151660677161,"SSP5_8_5"
2028,1.29415606591148,1.50904932115015,1.75647773093605,"SSP5_8_5"
2029,1.31830494967976,1.54363575391916,1.7980854575206,"SSP5_8_5"
2030,1.34085532491361,1.576928656448,1.84145770859179,"SSP5_8_5"
2031,1.36478252479898,1.61043913758366,1.88685013028281,"SSP5_8_5"
2032,1.3906258154284,1.64426233754571,1.93228506759303,"SSP5_8_5"
2033,1.41074602810266,1.67787434507788,1.97872827915271,"SSP5_8_5"
2034,1.43490673271046,1.71272012929054,2.02474736612262,"SSP5_8_5"
2035,1.45880320303878,1.74763476955123,2.07152009323403,"SSP5_8_5"
2036,1.48337097100738,1.7830155707168,2.11794897743584,"SSP5_8_5"
2037,1.50906796193295,1.81778520012253,2.16279083864333,"SSP5_8_5"
2038,1.5361567144224,1.85378511225463,2.21101736584053,"SSP5_8_5"
2039,1.56359243409656,1.89233438481483,2.26036902809596,"SSP5_8_5"
2040,1.59166426274565,1.93294112534188,2.31249452533833,"SSP5_8_5"
2041,1.62076039302146,1.97345026615939,2.36585663197175,"SSP5_8_5"
2042,1.64854106275183,2.01131116670767,2.41699398646827,"SSP5_8_5"
2043,1.67778459234983,2.05200884325908,2.47100980160926,"SSP5_8_5"
2044,1.70798685610054,2.09422104722134,2.52743289718927,"SSP5_8_5"
2045,1.73870162801187,2.13551735112082,2.58217987499945,"SSP5_8_5"
2046,1.76825609393605,2.17751711904027,2.63802693900457,"SSP5_8_5"
2047,1.79819345988353,2.21934435042073,2.69473294783208,"SSP5_8_5"
2048,1.83299845453575,2.26073759608286,2.75067528802596,"SSP5_8_5"
2049,1.86579389303968,2.30406394761705,2.81236945674517,"SSP5_8_5"
2050,1.89972550455549,2.34843442288292,2.87015547646488,"SSP5_8_5"
2051,1.9330480686947,2.39289321507898,2.92854218325182,"SSP5_8_5"
2052,1.96505115764496,2.43888747638886,2.98766709253578,"SSP5_8_5"
2053,1.9997546768118,2.48634231934266,3.04796599374248,"SSP5_8_5"
2054,2.03306484970093,2.53105971133802,3.10846159935692,"SSP5_8_5"
2055,2.06526083035676,2.57327765921329,3.16804872584855,"SSP5_8_5"
2056,2.09908015786164,2.61944598176969,3.22851367105688,"SSP5_8_5"
2057,2.13121150930986,2.66812118826682,3.29117037785056,"SSP5_8_5"
2058,2.16434010252642,2.71261840110961,3.3527803008182,"SSP5_8_5"
2059,2.19571636029679,2.75715767123422,3.4147999333775,"SSP5_8_5"
2060,2.22815812483392,2.79667982265641,3.47817836357871,"SSP5_8_5"
2061,2.26227942032762,2.8449350161437,3.5430395107192,"SSP5_8_5"
2062,2.29713105419946,2.89329315437714,3.60913213492134,"SSP5_8_5"
2063,2.31913070296329,2.94200222113361,3.67455927309661,"SSP5_8_5"
2064,2.3529328242689,2.98903250921433,3.7394160824045,"SSP5_8_5"
2065,2.38539102085743,3.03628207538283,3.81698311329724,"SSP5_8_5"
2066,2.41501493635417,3.08611574016498,3.88210482992848,"SSP5_8_5"
2067,2.44855176510457,3.1345362024133,3.94598833854306,"SSP5_8_5"
2068,2.48309937959415,3.18064826956999,4.01049126162905,"SSP5_8_5"
2069,2.51648498835126,3.22945690619414,4.07647809354435,"SSP5_8_5"
2070,2.54900918296168,3.27956475640043,4.14422237525546,"SSP5_8_5"
2071,2.58235178903226,3.32939329829877,4.21388852791563,"SSP5_8_5"
2072,2.61577665118219,3.3762014339363,4.28229722374529,"SSP5_8_5"
2073,2.65192574380168,3.42638903279522,4.352691630971,"SSP5_8_5"
2074,2.68771318666216,3.4782399477907,4.42178540830778,"SSP5_8_5"
2075,2.72676799371231,3.52847327294028,4.49437253089864,"SSP5_8_5"
2076,2.76397609851817,3.57851749098548,4.56747786000172,"SSP5_8_5"
2077,2.79977605636119,3.62956571047454,4.63956798406187,"SSP5_8_5"
2078,2.83570271202621,3.67930726697291,4.71264236681161,"SSP5_8_5"
2079,2.87090936721802,3.7336689017705,4.78535492978579,"SSP5_8_5"
2080,2.90392730652692,3.7843463874314,4.85781232607752,"SSP5_8_5"
2081,2.9379350923908,3.83334357075581,4.92705389684894,"SSP5_8_5"
2082,2.97280550819256,3.88556943649778,5.00079506997485,"SSP5_8_5"
2083,3.00782620381383,3.93907594436793,5.07320396090822,"SSP5_8_5"
2084,3.04316366202499,3.9904790732006,5.14771495972554,"SSP5_8_5"
2085,3.07883163793715,4.04217039726787,5.22188232393199,"SSP5_8_5"
2086,3.11518191353308,4.09311887826219,5.29612150771734,"SSP5_8_5"
2087,3.1518219838253,4.14518605520534,5.37119023084581,"SSP5_8_5"
2088,3.18577758778546,4.19785604616095,5.44681868104617,"SSP5_8_5"
2089,3.2229395565851,4.24928992125381,5.52099910752081,"SSP5_8_5"
2090,3.25908768909655,4.3000774772895,5.59616637016288,"SSP5_8_5"
2091,3.29213907459413,4.35062670969655,5.66733477584825,"SSP5_8_5"
2092,3.32739145167197,4.40169789932753,5.73979511534717,"SSP5_8_5"
2093,3.36211258589366,4.45065807136505,5.81096595367456,"SSP5_8_5"
2094,3.39567385345608,4.49915057045371,5.8807175697155,"SSP5_8_5"
2095,3.42917756918331,4.5486810424961,5.95002500827101,"SSP5_8_5"
2096,3.46259621043138,4.59671645478602,6.01871214966387,"SSP5_8_5"
2097,3.49445751662011,4.64448069793044,6.0866261084912,"SSP5_8_5"
2098,3.52601790176612,4.68965750181672,6.15390104889905,"SSP5_8_5"
2099,3.55601574316127,4.73467940455061,6.21962064194396,"SSP5_8_5"
