"scen","rEVPI","delta_t_crit_K_min","delta_t_crit_K_max","k"
"SSP5_8_5",0.0630097610102209,1,2.35,6
"SSP1_1_9",0.0296225378250079,1,2.5,6
"SSP1_2_6",0.0274539699055324,1,2.5,6
"SSP2_4_5",0.0684663221322924,1,2.5,6
"SSP3_7_0",0.0607324142761818,1,2.5,6
"SSP5_8_5",0.0667558614761029,1,2.5,6
"SSP1_1_9",0.0306145115543591,1,2.5,6
"SSP1_2_6",0.0305132194123267,1,2.5,6
"SSP2_4_5",0.0707249896444549,1,2.5,6
"SSP3_7_0",0.0627265527411008,1,2.5,6
"SSP5_8_5",0.0702542352714369,1,2.5,6
"SSP1_1_9",0.0328159530761518,1,2.5,6
"SSP1_2_6",0.0320896978272882,1,2.5,6
"SSP2_4_5",0.0743215579106483,1,2.5,6
"SSP3_7_0",0.0649003187069698,1,2.5,6
"SSP5_8_5",0.0732554710107514,1,2.5,6
"SSP1_1_9",0.0232816816218605,1,2.2,6
"SSP1_2_6",0.0206040838309521,1,2.2,6
"SSP2_4_5",0.0605288727618281,1,2.2,6
"SSP3_7_0",0.0545364419282131,1,2.2,6
"SSP5_8_5",0.0556734633509526,1,2.2,6
"SSP1_1_9",0.0242867411101457,1,2.35,6
"SSP1_2_6",0.0237054630069294,1,2.35,6
"SSP2_4_5",0.0628258167819831,1,2.35,6
"SSP3_7_0",0.0565743945362412,1,2.35,6
"SSP5_8_5",0.0592942336829383,1,2.35,6
"SSP1_1_9",0.0247551175511064,1,2.5,6
"SSP1_2_6",0.0254579444966547,1,2.5,6
"SSP2_4_5",0.0642524763561942,1,2.5,6
"SSP3_7_0",0.0584879947921884,1,2.5,6
"SSP5_8_5",0.063080706965652,1,2.5,6
"SSP1_1_9",0.0265171092443804,1,2.35,6
"SSP1_2_6",0.0253037427890389,1,2.35,6
"SSP2_4_5",0.0664831251862909,1,2.35,6
"SSP3_7_0",0.0587989800868157,1,2.35,6
"SSP5_8_5",0.0624100085298206,1,2.35,6
"SSP1_1_9",0.0269833248105183,1,2.5,6
"SSP1_2_6",0.0270504100131955,1,2.5,6
"SSP2_4_5",0.0678985912692871,1,2.5,6
"SSP3_7_0",0.0606969891653226,1,2.5,6
"SSP5_8_5",0.0661575994820324,1,2.5,6
"SSP1_1_9",0.027980674330264,1,2.5,6
"SSP1_2_6",0.030110850715587,1,2.5,6
"SSP2_4_5",0.0701594263687166,1,2.5,6
"SSP3_7_0",0.0626888494038387,1,2.5,6
"SSP5_8_5",0.0696577912615002,1,2.5,6
"SSP1_1_9",0.0300879441417492,1,2.35,6
"SSP1_2_6",0.0265170149577124,1,2.35,6
"SSP2_4_5",0.0700716956818088,1,2.35,6
"SSP3_7_0",0.0610753862852225,1,2.35,6
"SSP5_8_5",0.0651784346551671,1,2.35,6
"SSP1_1_9",0.0305507234747188,1,2.5,6
"SSP1_2_6",0.0282592097803017,1,2.5,6
"SSP2_4_5",0.0714761830555472,1,2.5,6
"SSP3_7_0",0.0629562141909174,1,2.5,6
"SSP5_8_5",0.0688882608533462,1,2.5,6
"SSP1_1_9",0.0315407016205033,1,2.5,6
"SSP1_2_6",0.0313118610479249,1,2.5,6
"SSP2_4_5",0.0737195370737906,1,2.5,6
"SSP3_7_0",0.0649288863317317,1,2.5,6
"SSP5_8_5",0.0723515655615892,1,2.5,6
"SSP1_1_9",0.0337377315914174,1,2.5,6
"SSP1_2_6",0.0328849327631751,1,2.5,6
"SSP2_4_5",0.0772918074478025,1,2.5,6
"SSP3_7_0",0.0670782276712393,1,2.5,6
"SSP5_8_5",0.0753210463113575,1,2.5,6
"SSP1_1_9",0.0319975118399319,1,2.35,6
"SSP1_2_6",0.0275195351517768,1,2.35,6
"SSP2_4_5",0.0733109046649981,1,2.35,6
"SSP3_7_0",0.063426032730365,1,2.35,6
"SSP5_8_5",0.0676199020376989,1,2.35,6
"SSP1_1_9",0.0324584474749819,1,2.5,6
"SSP1_2_6",0.0292577128802078,1,2.5,6
"SSP2_4_5",0.0747053928505847,1,2.5,6
"SSP3_7_0",0.0652882920172392,1,2.5,6
"SSP5_8_5",0.07129335609161,1,2.5,6
"SSP1_1_9",0.0334444706567928,1,2.5,6
"SSP1_2_6",0.032303367015801,1,2.5,6
"SSP2_4_5",0.076932825195461,1,2.5,6
"SSP3_7_0",0.0672403029038035,1,2.5,6
"SSP5_8_5",0.0747213176698899,1,2.5,6
"SSP1_1_9",0.0356327576332296,1,2.5,6
"SSP1_2_6",0.0338728219638877,1,2.5,6
"SSP2_4_5",0.0804798298094976,1,2.5,6
"SSP3_7_0",0.0693660425219549,1,2.5,6
"SSP5_8_5",0.0776585721758119,1,2.5,6
"SSP1_1_9",0.0391366710150059,1,2.5,6
"SSP1_2_6",0.0350639275497239,1,2.5,6
"SSP2_4_5",0.0839602097080201,1,2.5,6
"SSP3_7_0",0.071534725297184,1,2.5,6
"SSP5_8_5",0.0802558090880192,1,2.5,6
"SSP1_1_9",0.00770251131510515,1,1.9,6
"SSP1_2_6",0.0126235446666582,1,1.9,6
"SSP2_4_5",0.0346138984983711,1,1.9,6
"SSP3_7_0",0.0327376990990251,1,1.9,6
"SSP5_8_5",0.0316387875656322,1,1.9,6
"SSP1_1_9",0.0114100972971769,1,2.05,6
"SSP1_2_6",0.0138643972506163,1,2.05,6
"SSP2_4_5",0.0384452389128184,1,2.05,6
"SSP3_7_0",0.0352814389832454,1,2.05,6
"SSP5_8_5",0.0347715896578468,1,2.05,6
"SSP1_1_9",0.013698272339724,1,2.2,6
"SSP1_2_6",0.0154887172733731,1,2.2,6
"SSP2_4_5",0.042287580533835,1,2.2,6
"SSP3_7_0",0.0376998856902904,1,2.2,6
"SSP5_8_5",0.0381811907723218,1,2.2,6
"SSP1_1_9",0.0147224814877254,1,2.35,6
"SSP1_2_6",0.0186097920650695,1,2.35,6
"SSP2_4_5",0.0446697382812722,1,2.35,6
"SSP3_7_0",0.0398684003255391,1,2.35,6
"SSP5_8_5",0.0420268241765916,1,2.35,6
"SSP1_1_9",0.0151997425030531,1,2.5,6
"SSP1_2_6",0.0203734583980357,1,2.5,6
"SSP2_4_5",0.0461492872653377,1,2.5,6
"SSP3_7_0",0.0418952152636891,1,2.5,6
"SSP5_8_5",0.0460340658480862,1,2.5,6
"SSP1_1_9",0.0133930523834934,1,2.05,6
"SSP1_2_6",0.0148920781095326,1,2.05,6
"SSP2_4_5",0.0419056923107237,1,2.05,6
"SSP3_7_0",0.0379196992011422,1,2.05,6
"SSP5_8_5",0.0375605065671264,1,2.05,6
"SSP1_1_9",0.0156719392250499,1,2.2,6
"SSP1_2_6",0.0165126048853531,1,2.2,6
"SSP2_4_5",0.0457198693332554,1,2.2,6
"SSP3_7_0",0.0403098674638004,1,2.2,6
"SSP5_8_5",0.0409301168277959,1,2.2,6
"SSP1_1_9",0.0166919888362124,1,2.35,6
"SSP1_2_6",0.0196264512421082,1,2.35,6
"SSP2_4_5",0.0480846188346288,1,2.35,6
"SSP3_7_0",0.0424543736765461,1,2.35,6
"SSP5_8_5",0.0447338025994789,1,2.35,6
"SSP1_1_9",0.0171673197876901,1,2.5,6
"SSP1_2_6",0.0213860312091996,1,2.5,6
"SSP2_4_5",0.0495533660551443,1,2.5,6
"SSP3_7_0",0.0444601727887391,1,2.5,6
"SSP5_8_5",0.0486995923674209,1,2.5,6
"SSP1_1_9",0.019319920986946,1,2.2,6
"SSP1_2_6",0.017743078385497,1,2.2,6
"SSP2_4_5",0.0494623514293896,1,2.2,6
"SSP3_7_0",0.0427679603310744,1,2.2,6
"SSP5_8_5",0.0439429840235396,1,2.2,6
"SSP1_1_9",0.0203323508443632,1,2.35,6
"SSP1_2_6",0.0208489461461077,1,2.35,6
"SSP2_4_5",0.0518084239882774,1,2.35,6
"SSP3_7_0",0.0448909472689785,1,2.35,6
"SSP5_8_5",0.0477045669916281,1,2.35,6
"SSP1_1_9",0.0208041461584421,1,2.5,6
"SSP1_2_6",0.0226040134945236,1,2.5,6
"SSP2_4_5",0.0532655815533453,1,2.5,6
"SSP3_7_0",0.0468779521417206,1,2.5,6
"SSP5_8_5",0.0516288866736402,1,2.5,6
"SSP1_1_9",0.0225790098930373,1,2.35,6
"SSP1_2_6",0.0224496099546279,1,2.35,6
"SSP2_4_5",0.0555437090876216,1,2.35,6
"SSP3_7_0",0.0472141910525925,1,2.35,6
"SSP5_8_5",0.0509514974388717,1,2.35,6
"SSP1_1_9",0.0230486216135049,1,2.5,6
"SSP1_2_6",0.0241988630261088,1,2.5,6
"SSP2_4_5",0.0569893271623291,1,2.5,6
"SSP3_7_0",0.0491846518344115,1,2.5,6
"SSP5_8_5",0.0548346349622498,1,2.5,6
"SSP1_1_9",0.0240532603160159,1,2.5,6
"SSP1_2_6",0.0272637931177936,1,2.5,6
"SSP2_4_5",0.0592981749677111,1,2.5,6
"SSP3_7_0",0.0512586993686533,1,2.5,6
"SSP5_8_5",0.0584685159728588,1,2.5,6
"SSP1_1_9",0.0143531354449786,1,2.05,6
"SSP1_2_6",0.0157207326183175,1,2.05,6
"SSP2_4_5",0.0450901476764885,1,2.05,6
"SSP3_7_0",0.0403920406415162,1,2.05,6
"SSP5_8_5",0.040001922749088,1,2.05,6
"SSP1_1_9",0.0166273753928263,1,2.2,6
"SSP1_2_6",0.0173377049367496,1,2.2,6
"SSP2_4_5",0.048877792707227,1,2.2,6
"SSP3_7_0",0.0427539191446814,1,2.2,6
"SSP5_8_5",0.0433333752370292,1,2.2,6
"SSP1_1_9",0.0176453442491366,1,2.35,6
"SSP1_2_6",0.0204447744925566,1,2.35,6
"SSP2_4_5",0.0512261440057778,1,2.35,6
"SSP3_7_0",0.0448743171350917,1,2.35,6
"SSP5_8_5",0.0470967863401913,1,2.35,6
"SSP1_1_9",0.0181197096137824,1,2.5,6
"SSP1_2_6",0.0222005263412452,1,2.5,6
"SSP2_4_5",0.0526847168502423,1,2.5,6
"SSP3_7_0",0.0468589074647877,1,2.5,6
"SSP5_8_5",0.0510225947660582,1,2.5,6
"SSP1_1_9",0.0202679684212603,1,2.2,6
"SSP1_2_6",0.0185654537310445,1,2.2,6
"SSP2_4_5",0.0525942636445184,1,2.2,6
"SSP3_7_0",0.0451814393914686,1,2.2,6
"SSP5_8_5",0.0463102163172051,1,2.2,6
"SSP1_1_9",0.0212783410008352,1,2.35,6
"SSP1_2_6",0.0216645728115166,1,2.35,6
"SSP2_4_5",0.0549241344285636,1,2.35,6
"SSP3_7_0",0.0472807165626992,1,2.35,6
"SSP5_8_5",0.0500322786665308,1,2.35,6
"SSP1_1_9",0.0217491816011032,1,2.5,6
"SSP1_2_6",0.0234158279150823,1,2.5,6
"SSP2_4_5",0.0563712392990168,1,2.5,6
"SSP3_7_0",0.049246851541964,1,2.5,6
"SSP5_8_5",0.0539173424277127,1,2.5,6
"SSP1_1_9",0.0235204524505016,1,2.35,6
"SSP1_2_6",0.0232617520320668,1,2.35,6
"SSP2_4_5",0.0586337166742964,1,2.35,6
"SSP3_7_0",0.0495769125400087,1,2.35,6
"SSP5_8_5",0.0532432557898085,1,2.35,6
"SSP1_1_9",0.023989116159484,1,2.5,6
"SSP1_2_6",0.0250072132058544,1,2.5,6
"SSP2_4_5",0.0600694025887257,1,2.5,6
"SSP3_7_0",0.0515267962263052,1,2.5,6
"SSP5_8_5",0.0570878429769525,1,2.5,6
"SSP1_1_9",0.024991721528322,1,2.5,6
"SSP1_2_6",0.0280655376325986,1,2.5,6
"SSP2_4_5",0.0623624373588156,1,2.5,6
"SSP3_7_0",0.0535780060405236,1,2.5,6
"SSP5_8_5",0.0606843897509891,1,2.5,6
"SSP1_1_9",0.0222149811296945,1,2.2,6
"SSP1_2_6",0.0195814237843718,1,2.2,6
"SSP2_4_5",0.0559501123780836,1,2.2,6
"SSP3_7_0",0.0476952526323323,1,2.2,6
"SSP5_8_5",0.0489514688499427,1,2.2,6
"SSP1_1_9",0.0232212781484054,1,2.35,6
"SSP1_2_6",0.0226733955443108,1,2.35,6
"SSP2_4_5",0.0582631503145754,1,2.35,6
"SSP3_7_0",0.049771769945956,1,2.35,6
"SSP5_8_5",0.0526338406197306,1,2.35,6
"SSP1_1_9",0.0236902275759903,1,2.5,6
"SSP1_2_6",0.0244206100722692,1,2.5,6
"SSP2_4_5",0.0596998098703988,1,2.5,6
"SSP3_7_0",0.051717950641214,1,2.5,6
"SSP5_8_5",0.0564796240054591,1,2.5,6
"SSP1_1_9",0.0254543806591471,1,2.35,6
"SSP1_2_6",0.0242668802174845,1,2.35,6
"SSP2_4_5",0.0619460254932227,1,2.35,6
"SSP3_7_0",0.0520419069670857,1,2.35,6
"SSP5_8_5",0.0558084811820698,1,2.35,6
"SSP1_1_9",0.0259211663041028,1,2.5,6
"SSP1_2_6",0.0260083214997445,1,2.5,6
"SSP2_4_5",0.0633713897966018,1,2.5,6
"SSP3_7_0",0.0539721102526086,1,2.5,6
"SSP5_8_5",0.0596144768290168,1,2.5,6
"SSP1_1_9",0.0269197429455304,1,2.5,6
"SSP1_2_6",0.0290596439353635,1,2.5,6
"SSP2_4_5",0.0656479906768246,1,2.5,6
"SSP3_7_0",0.0560013764027916,1,2.5,6
"SSP5_8_5",0.063173467282135,1,2.5,6
"SSP1_1_9",0.0290295610826351,1,2.35,6
"SSP1_2_6",0.025476565656233,1,2.35,6
"SSP2_4_5",0.0655597472652099,1,2.35,6
"SSP3_7_0",0.0543694367237512,1,2.35,6
"SSP5_8_5",0.0586350466333589,1,2.35,6
"SSP1_1_9",0.0294929058884283,1,2.5,6
"SSP1_2_6",0.0272135659398696,1,2.5,6
"SSP2_4_5",0.0669740331313725,1,2.5,6
"SSP3_7_0",0.0562820228037028,1,2.5,6
"SSP5_8_5",0.0624023750999866,1,2.5,6
"SSP1_1_9",0.0304841012487097,1,2.5,6
"SSP1_2_6",0.0302571534286083,1,2.5,6
"SSP2_4_5",0.0692329944521338,1,2.5,6
"SSP3_7_0",0.0582915906715478,1,2.5,6
"SSP5_8_5",0.0659235666985249,1,2.5,6
"SSP1_1_9",0.0326838207887873,1,2.5,6
"SSP1_2_6",0.0318256068949508,1,2.5,6
"SSP2_4_5",0.072830061238679,1,2.5,6
"SSP3_7_0",0.0604845037137328,1,2.5,6
"SSP5_8_5",0.0689483335060892,1,2.5,6
"SSP1_1_9",0.0146601205011516,1,2.05,6
"SSP1_2_6",0.0159990781321045,1,2.05,6
"SSP2_4_5",0.0474323979977192,1,2.05,6
"SSP3_7_0",0.0423093102763438,1,2.05,6
"SSP5_8_5",0.0418052835983814,1,2.05,6
"SSP1_1_9",0.0169322135073793,1,2.2,6
"SSP1_2_6",0.0176134019357506,1,2.2,6
"SSP2_4_5",0.0511987985127782,1,2.2,6
"SSP3_7_0",0.0446463561355777,1,2.2,6
"SSP5_8_5",0.0451038322355454,1,2.2,6
"SSP1_1_9",0.0179492221361555,1,2.35,6
"SSP1_2_6",0.0207154135909738,1,2.35,6
"SSP2_4_5",0.0535340228712868,1,2.35,6
"SSP3_7_0",0.046745467608447,1,2.35,6
"SSP5_8_5",0.0488321949232266,1,2.35,6
"SSP1_1_9",0.0184231415371157,1,2.5,6
"SSP1_2_6",0.0224683156734933,1,2.5,6
"SSP2_4_5",0.0549844529621359,1,2.5,6
"SSP3_7_0",0.0487111857150843,1,2.5,6
"SSP5_8_5",0.0527229786825608,1,2.5,6
"SSP1_1_9",0.0205693920681602,1,2.2,6
"SSP1_2_6",0.0188391344289019,1,2.2,6
"SSP2_4_5",0.0548944539371949,1,2.2,6
"SSP3_7_0",0.0470472412908747,1,2.2,6
"SSP5_8_5",0.04804992205505,1,2.2,6
"SSP1_1_9",0.0215788163167467,1,2.35,6
"SSP1_2_6",0.0219332192791591,1,2.35,6
"SSP2_4_5",0.0572113586657497,1,2.35,6
"SSP3_7_0",0.0491255905581677,1,2.35,6
"SSP5_8_5",0.0517376056168713,1,2.35,6
"SSP1_1_9",0.0220492164645751,1,2.5,6
"SSP1_2_6",0.0236816379634664,1,2.5,6
"SSP2_4_5",0.0586504204341266,1,2.5,6
"SSP3_7_0",0.0510731594437615,1,2.5,6
"SSP5_8_5",0.0555882909277486,1,2.5,6
"SSP1_1_9",0.0238188311412236,1,2.35,6
"SSP1_2_6",0.0235278088682054,1,2.35,6
"SSP2_4_5",0.0609003755611466,1,2.35,6
"SSP3_7_0",0.0513980712586627,1,2.35,6
"SSP5_8_5",0.0549176352996844,1,2.35,6
"SSP1_1_9",0.0242870577916929,1,2.5,6
"SSP1_2_6",0.0252704507622201,1,2.5,6
"SSP2_4_5",0.0623281170832182,1,2.5,6
"SSP3_7_0",0.0533296539096592,1,2.5,6
"SSP5_8_5",0.0587284742652915,1,2.5,6
"SSP1_1_9",0.0252887269487007,1,2.5,6
"SSP1_2_6",0.0283238615577417,1,2.5,6
"SSP2_4_5",0.064608504159231,1,2.5,6
"SSP3_7_0",0.0553607243237063,1,2.5,6
"SSP5_8_5",0.062292595467434,1,2.5,6
"SSP1_1_9",0.0225145783274253,1,2.2,6
"SSP1_2_6",0.0198533885065638,1,2.2,6
"SSP2_4_5",0.058231380989927,1,2.2,6
"SSP3_7_0",0.0495327816663193,1,2.2,6
"SSP5_8_5",0.050662617401108,1,2.2,6
"SSP1_1_9",0.0235199333836523,1,2.35,6
"SSP1_2_6",0.0229403474359878,1,2.35,6
"SSP2_4_5",0.060531599317931,1,2.35,6
"SSP3_7_0",0.0515887578567485,1,2.35,6
"SSP5_8_5",0.054311255624618,1,2.35,6
"SSP1_1_9",0.0239884453091812,1,2.5,6
"SSP1_2_6",0.0246847376056733,1,2.5,6
"SSP2_4_5",0.0619603064807095,1,2.5,6
"SSP3_7_0",0.0535167033588732,1,2.5,6
"SSP5_8_5",0.0581232850558716,1,2.5,6
"SSP1_1_9",0.0257509533120478,1,2.35,6
"SSP1_2_6",0.0245312535102839,1,2.35,6
"SSP2_4_5",0.0641941406851741,1,2.35,6
"SSP3_7_0",0.0538356271327984,1,2.35,6
"SSP5_8_5",0.0574555473325123,1,2.35,6
"SSP1_1_9",0.0262173048202779,1,2.5,6
"SSP1_2_6",0.0262698874846074,1,2.5,6
"SSP2_4_5",0.0656116498531401,1,2.5,6
"SSP3_7_0",0.0557478539698759,1,2.5,6
"SSP5_8_5",0.0612284039369842,1,2.5,6
"SSP1_1_9",0.0272149515161766,1,2.5,6
"SSP1_2_6",0.0293163170625277,1,2.5,6
"SSP2_4_5",0.0678757448035477,1,2.5,6
"SSP3_7_0",0.0577573486226147,1,2.5,6
"SSP5_8_5",0.0647555666153766,1,2.5,6
"SSP1_1_9",0.029322821159506,1,2.35,6
"SSP1_2_6",0.0257389763843899,1,2.35,6
"SSP2_4_5",0.067787937174527,1,2.35,6
"SSP3_7_0",0.056138243518392,1,2.35,6
"SSP5_8_5",0.0602538311423426,1,2.35,6
"SSP1_1_9",0.0297857371568605,1,2.5,6
"SSP1_2_6",0.0274731824671914,1,2.5,6
"SSP2_4_5",0.0691944629878641,1,2.5,6
"SSP3_7_0",0.0580331399113286,1,2.5,6
"SSP5_8_5",0.063988620533278,1,2.5,6
"SSP1_1_9",0.0307760139992861,1,2.5,6
"SSP1_2_6",0.0305118998423389,1,2.5,6
"SSP2_4_5",0.0714410694026082,1,2.5,6
"SSP3_7_0",0.0600232618562431,1,2.5,6
"SSP5_8_5",0.0674785748988913,1,2.5,6
"SSP1_1_9",0.0329737026556914,1,2.5,6
"SSP1_2_6",0.0320778483443939,1,2.5,6
"SSP2_4_5",0.075018537190441,1,2.5,6
"SSP3_7_0",0.0621941801374782,1,2.5,6
"SSP5_8_5",0.0704753323957164,1,2.5,6
"SSP1_1_9",0.0234557804748503,1,2.2,6
"SSP1_2_6",0.0206697102970386,1,2.2,6
"SSP2_4_5",0.061299592468914,1,2.2,6
"SSP3_7_0",0.0518537155945106,1,2.2,6
"SSP5_8_5",0.0529380792895579,1,2.2,6
"SSP1_1_9",0.0244591003890106,1,2.35,6
"SSP1_2_6",0.0237499913163615,1,2.35,6
"SSP2_4_5",0.0635840956262022,1,2.35,6
"SSP3_7_0",0.0538872377704435,1,2.35,6
"SSP5_8_5",0.0565492523772071,1,2.35,6
"SSP1_1_9",0.0249266678534548,1,2.5,6
"SSP1_2_6",0.0254906091473218,1,2.5,6
"SSP2_4_5",0.0650030515171318,1,2.5,6
"SSP3_7_0",0.0557953869698202,1,2.5,6
"SSP5_8_5",0.0603240142740589,1,2.5,6
"SSP1_1_9",0.0266856215302085,1,2.35,6
"SSP1_2_6",0.0253374493128319,1,2.35,6
"SSP2_4_5",0.0672217035403695,1,2.35,6
"SSP3_7_0",0.0561085131023422,1,2.35,6
"SSP5_8_5",0.0596594992225916,1,2.35,6
"SSP1_1_9",0.0271510351836315,1,2.5,6
"SSP1_2_6",0.0270723310073207,1,2.5,6
"SSP2_4_5",0.0686295771752162,1,2.5,6
"SSP3_7_0",0.0580012160003034,1,2.5,6
"SSP5_8_5",0.0633957452228962,1,2.5,6
"SSP1_1_9",0.0281466703382825,1,2.5,6
"SSP1_2_6",0.0301122236660547,1,2.5,6
"SSP2_4_5",0.0708783302295326,1,2.5,6
"SSP3_7_0",0.059989067578334,1,2.5,6
"SSP5_8_5",0.0668874784422075,1,2.5,6
"SSP1_1_9",0.0302503351418346,1,2.35,6
"SSP1_2_6",0.0265425293865378,1,2.35,6
"SSP2_4_5",0.0707910518240894,1,2.35,6
"SSP3_7_0",0.0583835245732691,1,2.35,6
"SSP5_8_5",0.0624257338739689,1,2.35,6
"SSP1_1_9",0.0307123237450624,1,2.5,6
"SSP1_2_6",0.028272998647423,1,2.5,6
"SSP2_4_5",0.0721880552967738,1,2.5,6
"SSP3_7_0",0.0602591995742999,1,2.5,6
"SSP5_8_5",0.0661245555297011,1,2.5,6
"SSP1_1_9",0.0317006114939224,1,2.5,6
"SSP1_2_6",0.0313052059278747,1,2.5,6
"SSP2_4_5",0.0744194996206992,1,2.5,6
"SSP3_7_0",0.0622280232061662,1,2.5,6
"SSP5_8_5",0.0695797155371372,1,2.5,6
"SSP1_1_9",0.0338939029106173,1,2.5,6
"SSP1_2_6",0.0328677930643401,1,2.5,6
"SSP2_4_5",0.077972908690418,1,2.5,6
"SSP3_7_0",0.0643746942565244,1,2.5,6
"SSP5_8_5",0.0725449409392995,1,2.5,6
"SSP1_1_9",0.0321566421342421,1,2.35,6
"SSP1_2_6",0.0275382929502887,1,2.35,6
"SSP2_4_5",0.0740129560498827,1,2.35,6
"SSP3_7_0",0.0607342187529201,1,2.35,6
"SSP5_8_5",0.0648678726519888,1,2.35,6
"SSP1_1_9",0.0326167930174412,1,2.5,6
"SSP1_2_6",0.029264798885875,1,2.5,6
"SSP2_4_5",0.0754000587860133,1,2.5,6
"SSP3_7_0",0.062591485751921,1,2.5,6
"SSP5_8_5",0.0685306362407671,1,2.5,6
"SSP1_1_9",0.0336011386141845,1,2.5,6
"SSP1_2_6",0.0322901023345428,1,2.5,6
"SSP2_4_5",0.0776157377600282,1,2.5,6
"SSP3_7_0",0.0645398141321093,1,2.5,6
"SSP5_8_5",0.0719507385428983,1,2.5,6
"SSP1_1_9",0.0357857152885894,1,2.5,6
"SSP1_2_6",0.0338491207518022,1,2.5,6
"SSP2_4_5",0.0811441280530667,1,2.5,6
"SSP3_7_0",0.0666630609674134,1,2.5,6
"SSP5_8_5",0.0748839744585606,1,2.5,6
"SSP1_1_9",0.0392837238013104,1,2.5,6
"SSP1_2_6",0.0350323298579868,1,2.5,6
"SSP2_4_5",0.0846063457085229,1,2.5,6
"SSP3_7_0",0.0688311868257739,1,2.5,6
"SSP5_8_5",0.0774803748954039,1,2.5,6
"SSP1_1_9",0.0150653269809942,1,2.05,6
"SSP1_2_6",0.0163737374434563,1,2.05,6
"SSP2_4_5",0.0494736076678925,1,2.05,6
"SSP3_7_0",0.0429772825677922,1,2.05,6
"SSP5_8_5",0.0423322881323829,1,2.05,6
"SSP1_1_9",0.017334075624243,1,2.2,6
"SSP1_2_6",0.0179827211057494,1,2.2,6
"SSP2_4_5",0.0532177035291778,1,2.2,6
"SSP3_7_0",0.0452945313389851,1,2.2,6
"SSP5_8_5",0.045604434417109,1,2.2,6
"SSP1_1_9",0.0183495890675446,1,2.35,6
"SSP1_2_6",0.0210745298384067,1,2.35,6
"SSP2_4_5",0.0555391527587391,1,2.35,6
"SSP3_7_0",0.0473762911242606,1,2.35,6
"SSP5_8_5",0.049303780185371,1,2.35,6
"SSP1_1_9",0.0188228138543242,1,2.5,6
"SSP1_2_6",0.0228216872663725,1,2.5,6
"SSP2_4_5",0.0569810419555411,1,2.5,6
"SSP3_7_0",0.0493261781981778,1,2.5,6
"SSP5_8_5",0.0531649259703064,1,2.5,6
"SSP1_1_9",0.0209659349139526,1,2.2,6
"SSP1_2_6",0.0192043958438977,1,2.2,6
"SSP2_4_5",0.0568915287199453,1,2.2,6
"SSP3_7_0",0.0476748174424148,1,2.2,6
"SSP5_8_5",0.0485267503803075,1,2.2,6
"SSP1_1_9",0.0219738830597679,1,2.35,6
"SSP1_2_6",0.022288326906485,1,2.35,6
"SSP2_4_5",0.0591948347392746,1,2.35,6
"SSP3_7_0",0.0497361348154639,1,2.35,6
"SSP5_8_5",0.0521860193434882,1,2.35,6
"SSP1_1_9",0.0224435974345283,1,2.5,6
"SSP1_2_6",0.0240310286352313,1,2.5,6
"SSP2_4_5",0.0606254648632632,1,2.5,6
"SSP3_7_0",0.0516681488861569,1,2.5,6
"SSP5_8_5",0.0560076530930311,1,2.5,6
"SSP1_1_9",0.0242106342318653,1,2.35,6
"SSP1_2_6",0.0238776986189171,1,2.35,6
"SSP2_4_5",0.0628622918367473,1,2.35,6
"SSP3_7_0",0.0519898136683495,1,2.35,6
"SSP5_8_5",0.0553414031638605,1,2.35,6
"SSP1_1_9",0.0246781805522126,1,2.5,6
"SSP1_2_6",0.0256146591427764,1,2.5,6
"SSP2_4_5",0.0642817099223724,1,2.5,6
"SSP3_7_0",0.0539060822282713,1,2.5,6
"SSP5_8_5",0.0591237667472209,1,2.5,6
"SSP1_1_9",0.0256783930395317,1,2.5,6
"SSP1_2_6",0.0286581666044542,1,2.5,6
"SSP2_4_5",0.0665488473017178,1,2.5,6
"SSP3_7_0",0.0559208341650306,1,2.5,6
"SSP5_8_5",0.0626612599614902,1,2.5,6
"SSP1_1_9",0.0229082784383211,1,2.2,6
"SSP1_2_6",0.0202152319703247,1,2.2,6
"SSP2_4_5",0.0602086610106607,1,2.2,6
"SSP3_7_0",0.0501389421379003,1,2.2,6
"SSP5_8_5",0.0511181879974039,1,2.2,6
"SSP1_1_9",0.0239121676034391,1,2.35,6
"SSP1_2_6",0.0232920814117782,1,2.35,6
"SSP2_4_5",0.0624954410489576,1,2.35,6
"SSP3_7_0",0.0521782293443314,1,2.35,6
"SSP5_8_5",0.0547389867885824,1,2.35,6
"SSP1_1_9",0.0243799984871531,1,2.5,6
"SSP1_2_6",0.0250307795866428,1,2.5,6
"SSP2_4_5",0.0639158159082527,1,2.5,6
"SSP3_7_0",0.0540909171115407,1,2.5,6
"SSP5_8_5",0.0585225268390742,1,2.5,6
"SSP1_1_9",0.0261399463965362,1,2.35,6
"SSP1_2_6",0.0248777924394829,1,2.35,6
"SSP2_4_5",0.0661366761889728,1,2.35,6
"SSP3_7_0",0.0544066892160545,1,2.35,6
"SSP5_8_5",0.0578591576396893,1,2.35,6
"SSP1_1_9",0.0266056222594887,1,2.5,6
"SSP1_2_6",0.0266107698177825,1,2.5,6
"SSP2_4_5",0.0675459596407769,1,2.5,6
"SSP3_7_0",0.0563038931507554,1,2.5,6
"SSP5_8_5",0.0616040867033551,1,2.5,6
"SSP1_1_9",0.0276018223315067,1,2.5,6
"SSP1_2_6",0.0296473390506676,1,2.5,6
