"scen","rEVPI","delta_t_crit_K_min","delta_t_crit_K_max","k"
"SSP5_8_5",0.0386658636951824,1.45,2.5,4
"SSP1_1_9",0.0347644185246251,1.45,2.35,4
"SSP1_2_6",0.0204244260651459,1.45,2.35,4
"SSP2_4_5",0.0514942635878573,1.45,2.35,4
"SSP3_7_0",0.034362836941191,1.45,2.35,4
"SSP5_8_5",0.0348599142030049,1.45,2.35,4
"SSP1_1_9",0.0354289813267409,1.45,2.5,4
"SSP1_2_6",0.0229491283783624,1.45,2.5,4
"SSP2_4_5",0.0535288148141312,1.45,2.5,4
"SSP3_7_0",0.0371105916717605,1.45,2.5,4
"SSP5_8_5",0.0379141989061209,1.45,2.5,4
"SSP1_1_9",0.0368434483544129,1.45,2.5,4
"SSP1_2_6",0.0273501460797681,1.45,2.5,4
"SSP2_4_5",0.0567290430577219,1.45,2.5,4
"SSP3_7_0",0.0398849859225443,1.45,2.5,4
"SSP5_8_5",0.0408945286071659,1.45,2.5,4
"SSP1_1_9",0.0399605752434387,1.45,2.5,4
"SSP1_2_6",0.0295383802957877,1.45,2.5,4
"SSP2_4_5",0.0617305242073535,1.45,2.5,4
"SSP3_7_0",0.0427214005058987,1.45,2.5,4
"SSP5_8_5",0.0434859886070488,1.45,2.5,4
"SSP1_1_9",0.0104134296649254,1.6,2.05,4
"SSP1_2_6",0.00390732375023988,1.6,2.05,4
"SSP2_4_5",0.012418765102217,1.6,2.05,4
"SSP3_7_0",0.00804425454690764,1.6,2.05,4
"SSP5_8_5",0.00788814024726117,1.6,2.05,4
"SSP1_1_9",0.0135038589922489,1.6,2.2,4
"SSP1_2_6",0.00607161725934289,1.6,2.2,4
"SSP2_4_5",0.0174955175549187,1.6,2.2,4
"SSP3_7_0",0.0109617617371209,1.6,2.2,4
"SSP5_8_5",0.0109152092244887,1.6,2.2,4
"SSP1_1_9",0.0148917051045396,1.6,2.35,4
"SSP1_2_6",0.0105474649310203,1.6,2.35,4
"SSP2_4_5",0.0207434544119459,1.6,2.35,4
"SSP3_7_0",0.0138486254756775,1.6,2.35,4
"SSP5_8_5",0.0142435263892318,1.6,2.35,4
"SSP1_1_9",0.0155401435242471,1.6,2.5,4
"SSP1_2_6",0.0130921486973339,1.6,2.5,4
"SSP2_4_5",0.0228139086705934,1.6,2.5,4
"SSP3_7_0",0.0166985812237959,1.6,2.5,4
"SSP5_8_5",0.0175344952418033,1.6,2.5,4
"SSP1_1_9",0.0183723117744723,1.6,2.2,4
"SSP1_2_6",0.0074790684371196,1.6,2.2,4
"SSP2_4_5",0.0217758293038229,1.6,2.2,4
"SSP3_7_0",0.0133716379531888,1.6,2.2,4
"SSP5_8_5",0.0134838077062362,1.6,2.2,4
"SSP1_1_9",0.0197450389618562,1.6,2.35,4
"SSP1_2_6",0.0119399399389312,1.6,2.35,4
"SSP2_4_5",0.024990112687075,1.6,2.35,4
"SSP3_7_0",0.016223158223572,1.6,2.35,4
"SSP5_8_5",0.0167617440920133,1.6,2.35,4
"SSP1_1_9",0.0203864575538862,1.6,2.5,4
"SSP1_2_6",0.0144761490647586,1.6,2.5,4
"SSP2_4_5",0.0270394253635091,1.6,2.5,4
"SSP3_7_0",0.0190408193906209,1.6,2.5,4
"SSP5_8_5",0.0200048356629851,1.6,2.5,4
"SSP1_1_9",0.0227714538007466,1.6,2.35,4
"SSP1_2_6",0.014065581313274,1.6,2.35,4
"SSP2_4_5",0.0299202939380443,1.6,2.35,4
"SSP3_7_0",0.0190298759289651,1.6,2.35,4
"SSP5_8_5",0.0196387890565647,1.6,2.35,4
"SSP1_1_9",0.0234085268378764,1.6,2.5,4
"SSP1_2_6",0.0165901089574659,1.6,2.5,4
"SSP2_4_5",0.0319471483054742,1.6,2.5,4
"SSP3_7_0",0.021817209320245,1.6,2.5,4
"SSP5_8_5",0.0228335847751789,1.6,2.5,4
"SSP1_1_9",0.024765757060168,1.6,2.5,4
"SSP1_2_6",0.0209666481420701,1.6,2.5,4
"SSP2_4_5",0.0350891885994541,1.6,2.5,4
"SSP3_7_0",0.0245789818910225,1.6,2.5,4
"SSP5_8_5",0.0259598014120958,1.6,2.5,4
"SSP1_1_9",0.0201018556568481,1.6,2.2,4
"SSP1_2_6",0.00813816443461697,1.6,2.2,4
"SSP2_4_5",0.0235482501436268,1.6,2.2,4
"SSP3_7_0",0.0145333118232901,1.6,2.2,4
"SSP5_8_5",0.0146286529300265,1.6,2.2,4
"SSP1_1_9",0.0214678391535569,1.6,2.35,4
"SSP1_2_6",0.0125877935387802,1.6,2.35,4
"SSP2_4_5",0.0267393421974542,1.6,2.35,4
"SSP3_7_0",0.0173537045679033,1.6,2.35,4
"SSP5_8_5",0.0178676019866216,1.6,2.35,4
"SSP1_1_9",0.02210612385278,1.6,2.5,4
"SSP1_2_6",0.0151176469276969,1.6,2.5,4
"SSP2_4_5",0.0287740312387462,1.6,2.5,4
"SSP3_7_0",0.0201419732282578,1.6,2.5,4
"SSP5_8_5",0.0210732280853405,1.6,2.5,4
"SSP1_1_9",0.0244794278369587,1.6,2.35,4
"SSP1_2_6",0.0147079728436852,1.6,2.35,4
"SSP2_4_5",0.0316338601858565,1.6,2.35,4
"SSP3_7_0",0.0201286281704462,1.6,2.35,4
"SSP5_8_5",0.0207096463305993,1.6,2.35,4
"SSP1_1_9",0.0251134010400228,1.6,2.5,4
"SSP1_2_6",0.0172261957120849,1.6,2.5,4
"SSP2_4_5",0.0336463686940176,1.6,2.5,4
"SSP3_7_0",0.0228871563141675,1.6,2.5,4
"SSP5_8_5",0.0238679738902345,1.6,2.5,4
"SSP1_1_9",0.0264640091647359,1.6,2.5,4
"SSP1_2_6",0.0215918585576568,1.6,2.5,4
"SSP2_4_5",0.0367661115249438,1.6,2.5,4
"SSP3_7_0",0.0256195445327345,1.6,2.5,4
"SSP5_8_5",0.0269583300163483,1.6,2.5,4
"SSP1_1_9",0.0292239101606311,1.6,2.35,4
"SSP1_2_6",0.0160840868713611,1.6,2.35,4
"SSP2_4_5",0.0357501407623227,1.6,2.35,4
"SSP3_7_0",0.0224013510823187,1.6,2.35,4
"SSP5_8_5",0.0231074108812266,1.6,2.35,4
"SSP1_1_9",0.0298511010662702,1.6,2.5,4
"SSP1_2_6",0.0185939793332541,1.6,2.5,4
"SSP2_4_5",0.037742460597996,1.6,2.5,4
"SSP3_7_0",0.0251294349764484,1.6,2.5,4
"SSP5_8_5",0.0262211027174621,1.6,2.5,4
"SSP1_1_9",0.0311872012757923,1.6,2.5,4
"SSP1_2_6",0.0229452507860285,1.6,2.5,4
"SSP2_4_5",0.0408306409420364,1.6,2.5,4
"SSP3_7_0",0.027829634492435,1.6,2.5,4
"SSP5_8_5",0.0292668206986592,1.6,2.5,4
"SSP1_1_9",0.0341330501812249,1.6,2.5,4
"SSP1_2_6",0.025016635512788,1.6,2.5,4
"SSP2_4_5",0.0455654269116969,1.6,2.5,4
"SSP3_7_0",0.0304739195545586,1.6,2.5,4
"SSP5_8_5",0.0315885944042319,1.6,2.5,4
"SSP1_1_9",0.0137071185449755,1.75,2.2,4
"SSP1_2_6",0.00472020265424896,1.75,2.2,4
"SSP2_4_5",0.0124915381018404,1.75,2.2,4
"SSP3_7_0",0.00705904842982872,1.75,2.2,4
"SSP5_8_5",0.00723031574723517,1.75,2.2,4
"SSP1_1_9",0.0146118162433313,1.75,2.35,4
"SSP1_2_6",0.0090241557847096,1.75,2.35,4
"SSP2_4_5",0.0153664047491085,1.75,2.35,4
"SSP3_7_0",0.00969160162994926,1.75,2.35,4
"SSP5_8_5",0.0101144886584892,1.75,2.35,4
"SSP1_1_9",0.0150385670213883,1.75,2.5,4
"SSP1_2_6",0.0114895428126346,1.75,2.5,4
"SSP2_4_5",0.0172652138031598,1.75,2.5,4
"SSP3_7_0",0.012401078865613,1.75,2.5,4
"SSP5_8_5",0.0129524666741917,1.75,2.5,4
"SSP1_1_9",0.0165901580105539,1.75,2.35,4
"SSP1_2_6",0.0108287284345233,1.75,2.35,4
"SSP2_4_5",0.0194920661614426,1.75,2.35,4
"SSP3_7_0",0.0120246342026602,1.75,2.35,4
"SSP5_8_5",0.0124544212936954,1.75,2.35,4
"SSP1_1_9",0.0170140555609372,1.75,2.5,4
"SSP1_2_6",0.0132834869870486,1.75,2.5,4
"SSP2_4_5",0.0213712459475569,1.75,2.5,4
"SSP3_7_0",0.0147069964211989,1.75,2.5,4
"SSP5_8_5",0.0152522034762318,1.75,2.5,4
"SSP1_1_9",0.0179086043938005,1.75,2.5,4
"SSP1_2_6",0.0175074119809056,1.75,2.5,4
"SSP2_4_5",0.0241829168734889,1.75,2.5,4
"SSP3_7_0",0.0172589318548712,1.75,2.5,4
"SSP5_8_5",0.0180068703632188,1.75,2.5,4
"SSP1_1_9",0.0194637762186375,1.75,2.35,4
"SSP1_2_6",0.0116160699362549,1.75,2.35,4
"SSP2_4_5",0.0210805784386111,1.75,2.35,4
"SSP3_7_0",0.0131301641708754,1.75,2.35,4
"SSP5_8_5",0.0136586525859723,1.75,2.35,4
"SSP1_1_9",0.0198833567013126,1.75,2.5,4
"SSP1_2_6",0.0140641695797249,1.75,2.5,4
"SSP2_4_5",0.0224946222230393,1.75,2.5,4
"SSP3_7_0",0.0157877712953265,1.75,2.5,4
"SSP5_8_5",0.0164239529923337,1.75,2.5,4
"SSP1_1_9",0.0202216098949559,1.75,2.5,4
"SSP1_2_6",0.0182766620166942,1.75,2.5,4
"SSP2_4_5",0.0241504648932812,1.75,2.5,4
"SSP3_7_0",0.0183150931817366,1.75,2.5,4
"SSP5_8_5",0.0191463684825815,1.75,2.5,4
"SSP1_1_9",0.0201536571546105,1.75,2.5,4
"SSP1_2_6",0.0200387445197218,1.75,2.5,4
"SSP2_4_5",0.0256785823340052,1.75,2.5,4
"SSP3_7_0",0.0205404471090713,1.75,2.5,4
"SSP5_8_5",0.0213420135429584,1.75,2.5,4
"SSP1_1_9",0.00225911225597076,1.9,2.35,4
"SSP1_2_6",0.00778117562472823,1.9,2.35,4
"SSP2_4_5",0.00843347066695021,1.9,2.35,4
"SSP3_7_0",0.00654066449618991,1.9,2.35,4
"SSP5_8_5",0.00655324589074248,1.9,2.35,4
"SSP1_1_9",0.00225752195702326,1.9,2.5,4
"SSP1_2_6",0.0100608018512809,1.9,2.5,4
"SSP2_4_5",0.00986756086209053,1.9,2.5,4
"SSP3_7_0",0.0090129503316796,1.9,2.5,4
"SSP5_8_5",0.00898407505789226,1.9,2.5,4
"SSP1_1_9",0.00225409825591506,1.9,2.5,4
"SSP1_2_6",0.0139112863425911,1.9,2.5,4
"SSP2_4_5",0.0115584051225984,1.9,2.5,4
"SSP3_7_0",0.011094861828503,1.9,2.5,4
"SSP5_8_5",0.011100358928296,1.9,2.5,4
"SSP1_1_9",0.00224654566998101,1.9,2.5,4
"SSP1_2_6",0.0149635429887956,1.9,2.5,4
"SSP2_4_5",0.0110702001044939,1.9,2.5,4
"SSP3_7_0",0.0121485948720099,1.9,2.5,4
"SSP5_8_5",0.012030556675986,1.9,2.5,4
"SSP1_1_9",0,2.05,2.5,4
"SSP1_2_6",0.00971137111136852,2.05,2.5,4
"SSP2_4_5",0.00277748449372606,2.05,2.5,4
"SSP3_7_0",0.00594512514781097,2.05,2.5,4
"SSP5_8_5",0.00592129435594988,2.05,2.5,4
"SSP1_1_9",0.00219329548882528,1,1.6,5
"SSP1_2_6",0.00982665182759236,1,1.6,5
"SSP2_4_5",0.0154831569285621,1,1.6,5
"SSP3_7_0",0.0150138339698517,1,1.6,5
"SSP5_8_5",0.014270626337731,1,1.6,5
"SSP1_1_9",0.00337781544257748,1,1.75,5
"SSP1_2_6",0.0108545663224809,1,1.75,5
"SSP2_4_5",0.0195739518159256,1,1.75,5
"SSP3_7_0",0.0190658959022471,1,1.75,5
"SSP5_8_5",0.0182889056233885,1,1.75,5
"SSP1_1_9",0.0058058464147811,1,1.9,5
"SSP1_2_6",0.0121200470841394,1,1.9,5
"SSP2_4_5",0.0239406965869441,1,1.9,5
"SSP3_7_0",0.0233493301508458,1,1.9,5
"SSP5_8_5",0.0228031508147366,1,1.9,5
"SSP1_1_9",0.0102874840857373,1,2.05,5
"SSP1_2_6",0.0136387446024729,1,2.05,5
"SSP2_4_5",0.0286905550013735,1,2.05,5
"SSP3_7_0",0.0275917287616291,1,2.05,5
"SSP5_8_5",0.0278619501355954,1,2.05,5
"SSP1_1_9",0.013049910422869,1,2.2,5
"SSP1_2_6",0.0156254315306552,1,2.2,5
"SSP2_4_5",0.0334450551205949,1,2.2,5
"SSP3_7_0",0.0316598009593693,1,2.2,5
"SSP5_8_5",0.0333314715256512,1,2.2,5
"SSP1_1_9",0.0142855366873247,1,2.35,5
"SSP1_2_6",0.0194386532320134,1,2.35,5
"SSP2_4_5",0.0363884082876756,1,2.35,5
"SSP3_7_0",0.0352307651149135,1,2.35,5
"SSP5_8_5",0.0392223564192607,1,2.35,5
"SSP1_1_9",0.0148611291493469,1,2.5,5
"SSP1_2_6",0.021591029501468,1,2.5,5
"SSP2_4_5",0.0382148794823841,1,2.5,5
"SSP3_7_0",0.0383535629823573,1,2.5,5
"SSP5_8_5",0.0450571370063836,1,2.5,5
"SSP1_1_9",0.00376032781002129,1,1.75,5
"SSP1_2_6",0.011205026899328,1,1.75,5
"SSP2_4_5",0.0225928887565813,1,1.75,5
"SSP3_7_0",0.0219942985829561,1,1.75,5
"SSP5_8_5",0.0211638522033528,1,1.75,5
"SSP1_1_9",0.00618555132476106,1,1.9,5
"SSP1_2_6",0.0124678566309594,1,1.9,5
"SSP2_4_5",0.0269286203635311,1,1.9,5
"SSP3_7_0",0.0262174310154485,1,1.9,5
"SSP5_8_5",0.025615574285527,1,1.9,5
"SSP1_1_9",0.0106620518439144,1,2.05,5
"SSP1_2_6",0.0139834761022976,1,2.05,5
"SSP2_4_5",0.0316452778053622,1,2.05,5
"SSP3_7_0",0.0304035257258575,1,2.05,5
"SSP5_8_5",0.0306091214795111,1,2.05,5
"SSP1_1_9",0.0134213194143676,1,2.2,5
"SSP1_2_6",0.0159661690997345,1,2.2,5
"SSP2_4_5",0.0363668245922501,1,2.2,5
"SSP3_7_0",0.0344205561833533,1,2.2,5
"SSP5_8_5",0.0360121380459995,1,2.2,5
"SSP1_1_9",0.014655534556856,1,2.35,5
"SSP1_2_6",0.0197717789633325,1,2.35,5
"SSP2_4_5",0.039289863792677,1,2.35,5
"SSP3_7_0",0.0379483721761572,1,2.35,5
"SSP5_8_5",0.0418345999238466,1,2.35,5
"SSP1_1_9",0.0152304720088518,1,2.5,5
"SSP1_2_6",0.0219198752622434,1,2.5,5
"SSP2_4_5",0.0411037522103104,1,2.5,5
"SSP3_7_0",0.0410346364978785,1,2.5,5
"SSP5_8_5",0.0476036893466106,1,2.5,5
"SSP1_1_9",0.00735959226824161,1,1.9,5
"SSP1_2_6",0.0134864365415343,1,1.9,5
"SSP2_4_5",0.0309151466404369,1,1.9,5
"SSP3_7_0",0.0300701633196443,1,1.9,5
"SSP5_8_5",0.0294325798506551,1,1.9,5
"SSP1_1_9",0.0118250685881076,1,2.05,5
"SSP1_2_6",0.0149979374850297,1,2.05,5
"SSP2_4_5",0.0355912995090376,1,2.05,5
"SSP3_7_0",0.0341929779796973,1,2.05,5
"SSP5_8_5",0.0343522433730254,1,2.05,5
"SSP1_1_9",0.0145775426419794,1,2.2,5
"SSP1_2_6",0.0169753150625177,1,2.2,5
"SSP2_4_5",0.0402726358620411,1,2.2,5
"SSP3_7_0",0.0381530865785144,1,2.2,5
"SSP5_8_5",0.0396805544151296,1,2.2,5
"SSP1_1_9",0.0158087190600621,1,2.35,5
"SSP1_2_6",0.0207708083843225,1,2.35,5
"SSP2_4_5",0.0431708778409587,1,2.35,5
"SSP3_7_0",0.0416330294048299,1,2.35,5
"SSP5_8_5",0.0454266166779434,1,2.35,5
"SSP1_1_9",0.0163822470667962,1,2.5,5
"SSP1_2_6",0.0229132002097417,1,2.5,5
"SSP2_4_5",0.0449694016553022,1,2.5,5
"SSP3_7_0",0.0446789512272652,1,2.5,5
"SSP5_8_5",0.0511226069061441,1,2.5,5
"SSP1_1_9",0.0142105323460485,1,2.05,5
"SSP1_2_6",0.0162488005076092,1,2.05,5
"SSP2_4_5",0.0398080170464676,1,2.05,5
"SSP3_7_0",0.0382200350576383,1,2.05,5
"SSP5_8_5",0.0385844729479398,1,2.05,5
"SSP1_1_9",0.0169495658405632,1,2.2,5
"SSP1_2_6",0.0182205520289491,1,2.2,5
"SSP2_4_5",0.0444477007787472,1,2.2,5
"SSP3_7_0",0.0421251659636295,1,2.2,5
"SSP5_8_5",0.0438372659817096,1,2.2,5
"SSP1_1_9",0.0181747294225801,1,2.35,5
"SSP1_2_6",0.0220053418038107,1,2.35,5
"SSP2_4_5",0.047320251966997,1,2.35,5
"SSP3_7_0",0.0455589924736463,1,2.35,5
"SSP5_8_5",0.0495063834149161,1,2.35,5
"SSP1_1_9",0.0187454687157625,1,2.5,5
"SSP1_2_6",0.0241416930118302,1,2.5,5
"SSP2_4_5",0.0491028555664448,1,2.5,5
"SSP3_7_0",0.0485661482217761,1,2.5,5
"SSP5_8_5",0.0551289068111233,1,2.5,5
"SSP1_1_9",0.0213287895373064,1,2.2,5
"SSP1_2_6",0.0197166578314192,1,2.2,5
"SSP2_4_5",0.0489924389392873,1,2.2,5
"SSP3_7_0",0.0460797138833804,1,2.2,5
"SSP5_8_5",0.0485282779994599,1,2.2,5
"SSP1_1_9",0.0225429575443939,1,2.35,5
"SSP1_2_6",0.0234896410772419,1,2.35,5
"SSP2_4_5",0.0518374950358775,1,2.35,5
"SSP3_7_0",0.049471347538238,1,2.35,5
"SSP5_8_5",0.0541193833372412,1,2.35,5
"SSP1_1_9",0.0231085971316314,1,2.5,5
"SSP1_2_6",0.0256193256561743,1,2.5,5
"SSP2_4_5",0.053603059073774,1,2.5,5
"SSP3_7_0",0.0524431160698746,1,2.5,5
"SSP5_8_5",0.0596675794197106,1,2.5,5
"SSP1_1_9",0.0252354847583676,1,2.35,5
"SSP1_2_6",0.0254319991180326,1,2.35,5
"SSP2_4_5",0.0563610360869354,1,2.35,5
"SSP3_7_0",0.053243806598148,1,2.35,5
"SSP5_8_5",0.059141178989151,1,2.35,5
"SSP1_1_9",0.0257979805825795,1,2.5,5
"SSP1_2_6",0.027553101995052,1,2.5,5
"SSP2_4_5",0.0581096770574483,1,2.5,5
"SSP3_7_0",0.056184273559539,1,2.5,5
"SSP5_8_5",0.064615657246397,1,2.5,5
"SSP1_1_9",0.0270009315974518,1,2.5,5
"SSP1_2_6",0.0312656603769338,1,2.5,5
"SSP2_4_5",0.0609001410587274,1,2.5,5
"SSP3_7_0",0.0594812915865515,1,2.5,5
"SSP5_8_5",0.0695028745950305,1,2.5,5
"SSP1_1_9",0.00426804031738524,1,1.75,5
"SSP1_2_6",0.0116827909049469,1,1.75,5
"SSP2_4_5",0.0252510189742514,1,1.75,5
"SSP3_7_0",0.0245677773274057,1,1.75,5
"SSP5_8_5",0.0236319185225776,1,1.75,5
"SSP1_1_9",0.00668888881282903,1,1.9,5
"SSP1_2_6",0.0129403398864802,1,1.9,5
"SSP2_4_5",0.0295542192590536,1,1.9,5
"SSP3_7_0",0.0287317775346215,1,1.9,5
"SSP5_8_5",0.0280228145244158,1,1.9,5
"SSP1_1_9",0.0111573816665628,1,2.05,5
"SSP1_2_6",0.0144497679673382,1,2.05,5
"SSP2_4_5",0.0342360092943624,1,2.05,5
"SSP3_7_0",0.0328623403946882,1,2.05,5
"SSP5_8_5",0.0329523722869666,1,2.05,5
"SSP1_1_9",0.0139117290648753,1,2.2,5
"SSP1_2_6",0.0164244151861639,1,2.2,5
"SSP2_4_5",0.0389229539092269,1,2.2,5
"SSP3_7_0",0.0368287278583699,1,2.2,5
"SSP5_8_5",0.0382897282201846,1,2.2,5
"SSP1_1_9",0.0151437471491294,1,2.35,5
"SSP1_2_6",0.0202146846484639,1,2.35,5
"SSP2_4_5",0.0418246751112636,1,2.35,5
"SSP3_7_0",0.0403135637824223,1,2.35,5
"SSP5_8_5",0.0440442884334189,1,2.35,5
"SSP1_1_9",0.0157176645065459,1,2.5,5
"SSP1_2_6",0.0223541617955915,1,2.5,5
"SSP2_4_5",0.0436253655476335,1,2.5,5
"SSP3_7_0",0.0433633067630598,1,2.5,5
"SSP5_8_5",0.0497479882169523,1,2.5,5
"SSP1_1_9",0.00786077575975241,1,1.9,5
"SSP1_2_6",0.0139544946931566,1,1.9,5
"SSP2_4_5",0.0335104141354489,1,1.9,5
"SSP3_7_0",0.0325281487020905,1,1.9,5
"SSP5_8_5",0.0317849523426344,1,1.9,5
"SSP1_1_9",0.0123182784549061,1,2.05,5
"SSP1_2_6",0.0154598361767146,1,2.05,5
"SSP2_4_5",0.0381521901983975,1,2.05,5
"SSP3_7_0",0.0365968666097321,1,2.05,5
"SSP5_8_5",0.03664226680329,1,2.05,5
"SSP1_1_9",0.0150658532309509,1,2.2,5
"SSP1_2_6",0.0174292090214033,1,2.2,5
"SSP2_4_5",0.0427994082825891,1,2.2,5
"SSP3_7_0",0.0405075920390077,1,2.2,5
"SSP5_8_5",0.0419065319989345,1,2.2,5
"SSP1_1_9",0.0162948419164235,1,2.35,5
"SSP1_2_6",0.0212094396786741,1,2.35,5
"SSP2_4_5",0.0456766293317688,1,2.35,5
"SSP3_7_0",0.0439455955467772,1,2.35,5
"SSP5_8_5",0.0475863066147653,1,2.35,5
"SSP1_1_9",0.0168673541464014,1,2.5,5
"SSP1_2_6",0.0233432560029809,1,2.5,5
"SSP2_4_5",0.0474621387547297,1,2.5,5
"SSP3_7_0",0.0469558594128119,1,2.5,5
"SSP5_8_5",0.0532184245784387,1,2.5,5
"SSP1_1_9",0.0146994894527003,1,2.05,5
"SSP1_2_6",0.0167055110917119,1,2.05,5
"SSP2_4_5",0.0423378149482859,1,2.05,5
"SSP3_7_0",0.0405692442104099,1,2.05,5
"SSP5_8_5",0.0408185536537346,1,2.05,5
"SSP1_1_9",0.0174336646849521,1,2.2,5
"SSP1_2_6",0.0186693008957303,1,2.2,5
"SSP2_4_5",0.0469438762358952,1,2.2,5
"SSP3_7_0",0.0444261829013261,1,2.2,5
"SSP5_8_5",0.046008896948715,1,2.2,5
"SSP1_1_9",0.0186566588430246,1,2.35,5
"SSP1_2_6",0.0224389094595635,1,2.35,5
"SSP2_4_5",0.0497957109320852,1,2.35,5
"SSP3_7_0",0.047819052555214,1,2.35,5
"SSP5_8_5",0.0516133188125907,1,2.35,5
"SSP1_1_9",0.0192263908361768,1,2.5,5
"SSP1_2_6",0.0245667309459095,1,2.5,5
"SSP2_4_5",0.051565488305758,1,2.5,5
"SSP3_7_0",0.0507913642380489,1,2.5,5
"SSP5_8_5",0.057173465108519,1,2.5,5
"SSP1_1_9",0.0218051776685669,1,2.2,5
"SSP1_2_6",0.0201593646073538,1,2.2,5
"SSP2_4_5",0.0514557999362203,1,2.2,5
"SSP3_7_0",0.0483302896988646,1,2.2,5
"SSP5_8_5",0.0506423967808893,1,2.2,5
"SSP1_1_9",0.0230172095543071,1,2.35,5
"SSP1_2_6",0.0239172558755857,1,2.35,5
"SSP2_4_5",0.0542804627329112,1,2.35,5
"SSP3_7_0",0.051681848826872,1,2.35,5
"SSP5_8_5",0.0561703877056077,1,2.35,5
"SSP1_1_9",0.0235818572605323,1,2.5,5
"SSP1_2_6",0.0260384609137351,1,2.5,5
"SSP2_4_5",0.0560334003175919,1,2.5,5
"SSP3_7_0",0.0546195032641294,1,2.5,5
"SSP5_8_5",0.0616576899250969,1,2.5,5
"SSP1_1_9",0.0257050193622714,1,2.35,5
"SSP1_2_6",0.0258518742487898,1,2.35,5
"SSP2_4_5",0.0587717459205192,1,2.35,5
"SSP3_7_0",0.0554088891531384,1,2.35,5
"SSP5_8_5",0.0609700066920214,1,2.35,5
"SSP1_1_9",0.0262665327731638,1,2.5,5
"SSP1_2_6",0.0279645619634217,1,2.5,5
"SSP2_4_5",0.06050795759164,1,2.5,5
"SSP3_7_0",0.058315876704606,1,2.5,5
"SSP5_8_5",0.0655905544291352,1,2.5,5
"SSP1_1_9",0.0274673814693806,1,2.5,5
"SSP1_2_6",0.0316624814888084,1,2.5,5
"SSP2_4_5",0.0632786642023653,1,2.5,5
"SSP3_7_0",0.0609632979121101,1,2.5,5
"SSP5_8_5",0.0698955811129309,1,2.5,5
"SSP1_1_9",0.00823764673353583,1,1.9,5
"SSP1_2_6",0.0142968906475641,1,1.9,5
"SSP2_4_5",0.0364225776708981,1,1.9,5
"SSP3_7_0",0.03524615509256,1,1.9,5
"SSP5_8_5",0.0344512527401189,1,1.9,5
"SSP1_1_9",0.01269006043273,1,2.05,5
"SSP1_2_6",0.0157992058171229,1,2.05,5
"SSP2_4_5",0.0410323644822285,1,2.05,5
"SSP3_7_0",0.0392624827816883,1,2.05,5
"SSP5_8_5",0.0392477785369227,1,2.05,5
"SSP1_1_9",0.0154345059783981,1,2.2,5
"SSP1_2_6",0.0177646514012488,1,2.2,5
"SSP2_4_5",0.0456478244763603,1,2.2,5
"SSP3_7_0",0.0431256075178966,1,2.2,5
"SSP5_8_5",0.0444499389936409,1,2.2,5
"SSP1_1_9",0.0166620967190404,1,2.35,5
"SSP1_2_6",0.0215373965367086,1,2.35,5
"SSP2_4_5",0.0485054653819827,1,2.35,5
"SSP3_7_0",0.0465233085441448,1,2.35,5
"SSP5_8_5",0.0500656934523881,1,2.35,5
"SSP1_1_9",0.0172339600411202,1,2.5,5
"SSP1_2_6",0.0236670036931949,1,2.5,5
"SSP2_4_5",0.0502788455643455,1,2.5,5
"SSP3_7_0",0.0494994019709348,1,2.5,5
"SSP5_8_5",0.0556362620948121,1,2.5,5
"SSP1_1_9",0.0150685545501245,1,2.05,5
"SSP1_2_6",0.0170423059373317,1,2.05,5
"SSP2_4_5",0.0451889823945018,1,2.05,5
"SSP3_7_0",0.0431815702894825,1,2.05,5
"SSP5_8_5",0.0433690478095449,1,2.05,5
"SSP1_1_9",0.0177996259520249,1,2.2,5
"SSP1_2_6",0.019002188944108,1,2.2,5
"SSP2_4_5",0.0497637247137162,1,2.2,5
"SSP3_7_0",0.0469920235522628,1,2.2,5
"SSP5_8_5",0.0484987885671803,1,2.2,5
"SSP1_1_9",0.0190212335056412,1,2.35,5
"SSP1_2_6",0.0227643507338316,1,2.35,5
"SSP2_4_5",0.0525962490070756,1,2.35,5
"SSP3_7_0",0.0503455097768525,1,2.35,5
"SSP5_8_5",0.0540406865670699,1,2.35,5
"SSP1_1_9",0.0195903218410068,1,2.5,5
"SSP1_2_6",0.0248879848376274,1,2.5,5
"SSP2_4_5",0.0543540639153602,1,2.5,5
"SSP3_7_0",0.0532844115810969,1,2.5,5
"SSP5_8_5",0.0595406877618092,1,2.5,5
"SSP1_1_9",0.0221662127133854,1,2.2,5
"SSP1_2_6",0.0204892820892827,1,2.2,5
"SSP2_4_5",0.0542450423561437,1,2.2,5
"SSP3_7_0",0.0508471648011467,1,2.2,5
"SSP5_8_5",0.0530760525013593,1,2.2,5
"SSP1_1_9",0.023376878621962,1,2.35,5
"SSP1_2_6",0.0242397689250232,1,2.35,5
"SSP2_4_5",0.0570506810486644,1,2.35,5
"SSP3_7_0",0.054160165052641,1,2.35,5
"SSP5_8_5",0.0585430034024585,1,2.35,5
"SSP1_1_9",0.0239408922201143,1,2.5,5
"SSP1_2_6",0.0263568103992279,1,2.5,5
"SSP2_4_5",0.0587918331932934,1,2.5,5
"SSP3_7_0",0.0570650911206058,1,2.5,5
"SSP5_8_5",0.0637633491249475,1,2.5,5
"SSP1_1_9",0.0260616718441348,1,2.35,5
"SSP1_2_6",0.0261705858349553,1,2.35,5
"SSP2_4_5",0.0615118539092719,1,2.35,5
